ASCII SAMPLE CYCLES :			synecho6803_brd_temp36-31-36_whitel300.mdc
DATE :	26.11.2025	TIME :	11:33:31 odp.
CONVERTED CYCLES :			5261
Number of stored cycles			5261
Printed start cycle			1
Printed end cycle			5261
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	17.94	min:	9.22911E-010	max:	1.67387E-009	
'0/1'	27.75	min:	4.27391E-008	max:	4.4986E-008	
'0/2'	31.72	min:	1.83275E-008	max:	1.94882E-008	
'0/3'	35.87	min:	8.61726E-008	max:	8.69342E-008	
'0/4'	40.03	min:	3.46578E-008	max:	3.51229E-008	
'0/5'	43.72	min:	1.64506E-009	max:	1.67387E-009	
Datablock 1	PKR	[mbar]	
'1/0'	PKR	min:	1.744E-007	max:	2.362E-007	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'1/0'	
2586	26.11.2025	12:44:22:21 odp.	4251.21	1.51116E-007	5.1941E-008	3.51435E-008	2.65342E-008	1.45597E-008	1.03506E-009	1.849E-007	
2587	26.11.2025	12:44:23:86 odp.	4252.87	1.51055E-007	5.20203E-008	3.5197E-008	2.65487E-008	1.45869E-008	1.03457E-009	1.865E-007	
2588	26.11.2025	12:44:25:51 odp.	4254.52	1.51102E-007	5.21039E-008	3.52651E-008	2.65846E-008	1.45841E-008	1.03286E-009	1.867E-007	
2589	26.11.2025	12:44:27:17 odp.	4256.17	1.51115E-007	5.21314E-008	3.53425E-008	2.66035E-008	1.4628E-008	1.03115E-009	1.843E-007	
2590	26.11.2025	12:44:28:82 odp.	4257.82	1.51139E-007	5.22028E-008	3.53637E-008	2.66077E-008	1.4611E-008	1.03958E-009	1.876E-007	
2591	26.11.2025	12:44:30:46 odp.	4259.47	1.51127E-007	5.21705E-008	3.53948E-008	2.66104E-008	1.45841E-008	1.0314E-009	1.86E-007	
2592	26.11.2025	12:44:32:11 odp.	4261.12	1.51176E-007	5.21863E-008	3.54278E-008	2.66195E-008	1.45951E-008	1.03494E-009	1.869E-007	
2593	26.11.2025	12:44:33:77 odp.	4262.77	1.51043E-007	5.22474E-008	3.54559E-008	2.6601E-008	1.4617E-008	1.03163E-009	1.854E-007	
2594	26.11.2025	12:44:35:33 odp.	4264.34	1.51079E-007	5.22425E-008	3.54908E-008	2.66261E-008	1.46402E-008	1.02993E-009	1.863E-007	
2595	26.11.2025	12:44:37:07 odp.	4266.08	1.50937E-007	5.22185E-008	3.55321E-008	2.66254E-008	1.45917E-008	1.03298E-009	1.867E-007	
2596	26.11.2025	12:44:38:73 odp.	4267.73	1.50858E-007	5.22696E-008	3.55474E-008	2.66234E-008	1.46293E-008	1.03372E-009	1.887E-007	
2597	26.11.2025	12:44:40:37 odp.	4269.38	1.50773E-007	5.21729E-008	3.55533E-008	2.65937E-008	1.46293E-008	1.03477E-009	1.871E-007	
2598	26.11.2025	12:44:42:02 odp.	4271.03	1.50931E-007	5.22125E-008	3.5557E-008	2.65938E-008	1.46086E-008	1.03262E-009	1.869E-007	
2599	26.11.2025	12:44:43:67 odp.	4272.68	1.51017E-007	5.224E-008	3.55913E-008	2.65837E-008	1.46195E-008	1.02578E-009	1.869E-007	
2600	26.11.2025	12:44:45:33 odp.	4274.33	1.50956E-007	5.22474E-008	3.56401E-008	2.65951E-008	1.46332E-008	1.02432E-009	1.865E-007	
2601	26.11.2025	12:44:46:98 odp.	4275.98	1.50907E-007	5.22913E-008	3.56711E-008	2.66089E-008	1.46488E-008	1.02383E-009	1.887E-007	
2602	26.11.2025	12:44:48:62 odp.	4277.63	1.51151E-007	5.23316E-008	3.56974E-008	2.65894E-008	1.46E-008	1.03296E-009	1.883E-007	
2603	26.11.2025	12:44:50:26 odp.	4279.27	1.51053E-007	5.23011E-008	3.56868E-008	2.65761E-008	1.46158E-008	1.03079E-009	1.867E-007	
2604	26.11.2025	12:44:51:91 odp.	4280.92	1.51029E-007	5.22327E-008	3.56973E-008	2.65599E-008	1.46146E-008	1.0386E-009	1.863E-007	
2605	26.11.2025	12:44:53:63 odp.	4282.64	1.51017E-007	5.22071E-008	3.57089E-008	2.65522E-008	1.45987E-008	1.02883E-009	1.865E-007	
2606	26.11.2025	12:44:55:28 odp.	4284.28	1.50922E-007	5.2262E-008	3.57518E-008	2.65408E-008	1.46403E-008	1.03054E-009	1.863E-007	
2607	26.11.2025	12:44:56:93 odp.	4285.93	1.50919E-007	5.22657E-008	3.57749E-008	2.65374E-008	1.46097E-008	1.03433E-009	1.878E-007	
2608	26.11.2025	12:44:58:58 odp.	4287.58	1.50846E-007	5.23206E-008	3.58093E-008	2.65508E-008	1.46012E-008	1.02444E-009	1.863E-007	
2609	26.11.2025	12:45:00:15 odp.	4289.16	1.51018E-007	5.23194E-008	3.58396E-008	2.65428E-008	1.46012E-008	1.02578E-009	1.871E-007	
2610	26.11.2025	12:45:01:89 odp.	4290.89	1.50934E-007	5.23487E-008	3.58654E-008	2.65571E-008	1.46256E-008	1.01919E-009	1.867E-007	
2611	26.11.2025	12:45:03:54 odp.	4292.54	1.51029E-007	5.23548E-008	3.59308E-008	2.65975E-008	1.46403E-008	1.02908E-009	1.874E-007	
2612	26.11.2025	12:45:05:19 odp.	4294.2	1.50895E-007	5.24891E-008	3.6001E-008	2.66254E-008	1.46682E-008	1.03274E-009	1.88E-007	
2613	26.11.2025	12:45:06:91 odp.	4295.91	1.50919E-007	5.25294E-008	3.6129E-008	2.66861E-008	1.47196E-008	1.02712E-009	1.878E-007	
2614	26.11.2025	12:45:08:62 odp.	4297.62	1.50984E-007	5.2686E-008	3.62635E-008	2.67856E-008	1.47623E-008	1.02969E-009	1.867E-007	
2615	26.11.2025	12:45:10:33 odp.	4299.34	1.50883E-007	5.29144E-008	3.63639E-008	2.68434E-008	1.47623E-008	1.02578E-009	1.874E-007	
2616	26.11.2025	12:45:11:98 odp.	4300.99	1.50946E-007	5.29481E-008	3.63936E-008	2.67916E-008	1.47654E-008	1.02371E-009	1.887E-007	
2617	26.11.2025	12:45:13:63 odp.	4302.64	1.51005E-007	5.27833E-008	3.62545E-008	2.66377E-008	1.46785E-008	1.01724E-009	1.867E-007	
2618	26.11.2025	12:45:15:29 odp.	4304.29	1.50825E-007	5.24451E-008	3.60274E-008	2.64582E-008	1.45743E-008	1.02004E-009	1.867E-007	
2619	26.11.2025	12:45:16:94 odp.	4305.94	1.50761E-007	5.20581E-008	3.58111E-008	2.62566E-008	1.44718E-008	1.02578E-009	1.851E-007	
2620	26.11.2025	12:45:18:58 odp.	4307.59	1.50797E-007	5.17432E-008	3.56223E-008	2.61123E-008	1.43815E-008	1.01455E-009	1.871E-007	
2621	26.11.2025	12:45:20:23 odp.	4309.24	1.50603E-007	5.15154E-008	3.54709E-008	2.59537E-008	1.43277E-008	1.02908E-009	1.856E-007	
2622	26.11.2025	12:45:21:89 odp.	4310.89	1.50309E-007	5.12742E-008	3.53082E-008	2.58251E-008	1.42691E-008	1.02236E-009	1.849E-007	
2623	26.11.2025	12:45:23:54 odp.	4312.54	1.50298E-007	5.10848E-008	3.52274E-008	2.57437E-008	1.4224E-008	1.0209E-009	1.854E-007	
2624	26.11.2025	12:45:25:19 odp.	4314.2	1.50394E-007	5.1039E-008	3.51958E-008	2.5691E-008	1.418E-008	1.01724E-009	1.856E-007	
2625	26.11.2025	12:45:26:84 odp.	4315.84	1.50443E-007	5.09619E-008	3.51679E-008	2.56792E-008	1.42069E-008	1.01406E-009	1.854E-007	
2626	26.11.2025	12:45:28:49 odp.	4317.49	1.50516E-007	5.09351E-008	3.51825E-008	2.56734E-008	1.41874E-008	1.01797E-009	1.843E-007	
2627	26.11.2025	12:45:30:14 odp.	4319.14	1.50382E-007	5.09583E-008	3.52234E-008	2.56618E-008	1.41715E-008	1.01626E-009	1.856E-007	
2628	26.11.2025	12:45:31:79 odp.	4320.8	1.50323E-007	5.09973E-008	3.52589E-008	2.56866E-008	1.41599E-008	1.02273E-009	1.849E-007	
2629	26.11.2025	12:45:33:49 odp.	4322.5	1.5015E-007	5.11084E-008	3.53275E-008	2.56911E-008	1.41886E-008	1.01858E-009	1.84E-007	
2630	26.11.2025	12:45:35:14 odp.	4324.15	1.50211E-007	5.1168E-008	3.54317E-008	2.57575E-008	1.42179E-008	1.01296E-009	1.865E-007	
2631	26.11.2025	12:45:36:79 odp.	4325.8	1.50138E-007	5.12862E-008	3.55383E-008	2.58089E-008	1.42679E-008	1.0126E-009	1.858E-007	
2632	26.11.2025	12:45:38:45 odp.	4327.45	1.50284E-007	5.13972E-008	3.56154E-008	2.5851E-008	1.42697E-008	1.02432E-009	1.858E-007	
2633	26.11.2025	12:45:40:10 odp.	4329.1	1.50283E-007	5.14888E-008	3.56633E-008	2.58781E-008	1.4296E-008	1.01003E-009	1.86E-007	
2634	26.11.2025	12:45:41:75 odp.	4330.75	1.50382E-007	5.15711E-008	3.57325E-008	2.58898E-008	1.43143E-008	1.01589E-009	1.86E-007	
2635	26.11.2025	12:45:43:40 odp.	4332.4	1.50307E-007	5.15686E-008	3.57806E-008	2.59084E-008	1.43046E-008	1.01173E-009	1.865E-007	
2636	26.11.2025	12:45:45:05 odp.	4334.05	1.50394E-007	5.16565E-008	3.58602E-008	2.5959E-008	1.4357E-008	1.01294E-009	1.856E-007	
2637	26.11.2025	12:45:46:70 odp.	4335.7	1.50669E-007	5.17847E-008	3.59988E-008	2.6047E-008	1.43815E-008	1.01589E-009	1.871E-007	
2638	26.11.2025	12:45:48:36 odp.	4337.36	1.50504E-007	5.20521E-008	3.61721E-008	2.61872E-008	1.44554E-008	1.01504E-009	1.874E-007	
2639	26.11.2025	12:45:50:01 odp.	4339.01	1.50455E-007	5.22205E-008	3.63531E-008	2.62903E-008	1.44986E-008	1.01711E-009	1.88E-007	
2640	26.11.2025	12:45:51:65 odp.	4340.65	1.50626E-007	5.25306E-008	3.65674E-008	2.6421E-008	1.46207E-008	1.01431E-009	1.867E-007	
2641	26.11.2025	12:45:53:30 odp.	4342.3	1.5044E-007	5.27662E-008	3.67018E-008	2.65031E-008	1.46708E-008	1.01748E-009	1.88E-007	
2642	26.11.2025	12:45:54:95 odp.	4343.96	1.50394E-007	5.29371E-008	3.68462E-008	2.65998E-008	1.46942E-008	1.01541E-009	1.896E-007	
2643	26.11.2025	12:45:56:59 odp.	4345.6	1.5021E-007	5.31373E-008	3.7038E-008	2.67289E-008	1.47545E-008	1.0187E-009	1.878E-007	
2644	26.11.2025	12:45:58:25 odp.	4347.25	1.50297E-007	5.33802E-008	3.72431E-008	2.68551E-008	1.48514E-008	1.01272E-009	1.891E-007	
2645	26.11.2025	12:45:59:89 odp.	4348.9	1.5015E-007	5.35841E-008	3.73778E-008	2.69136E-008	1.4851E-008	1.01467E-009	1.894E-007	
2646	26.11.2025	12:46:01:54 odp.	4350.55	1.50052E-007	5.36024E-008	3.73714E-008	2.68618E-008	1.48356E-008	1.01345E-009	1.887E-007	
2647	26.11.2025	12:46:03:19 odp.	4352.2	1.50162E-007	5.33998E-008	3.72407E-008	2.67277E-008	1.4788E-008	1.01101E-009	1.867E-007	
2648	26.11.2025	12:46:04:85 odp.	4353.85	1.50211E-007	5.31385E-008	3.70144E-008	2.65583E-008	1.47147E-008	1.00527E-009	1.88E-007	
2649	26.11.2025	12:46:06:50 odp.	4355.5	1.50309E-007	5.2826E-008	3.68304E-008	2.64069E-008	1.46279E-008	1.00649E-009	1.878E-007	
2650	26.11.2025	12:46:08:15 odp.	4357.16	1.50333E-007	5.24976E-008	3.66919E-008	2.62924E-008	1.45609E-008	1.01199E-009	1.878E-007	
2651	26.11.2025	12:46:09:81 odp.	4358.81	1.50271E-007	5.23765E-008	3.65908E-008	2.61783E-008	1.44742E-008	1.00503E-009	1.858E-007	
2652	26.11.2025	12:46:11:46 odp.	4360.46	1.50305E-007	5.22193E-008	3.65165E-008	2.61092E-008	1.4506E-008	1.01089E-009	1.863E-007	
2653	26.11.2025	12:46:13:11 odp.	4362.11	1.50162E-007	5.21654E-008	3.65087E-008	2.60771E-008	1.44486E-008	1.00356E-009	1.867E-007	
2654	26.11.2025	12:46:14:76 odp.	4363.76	1.50175E-007	5.22022E-008	3.64968E-008	2.60632E-008	1.4451E-008	1.01309E-009	1.865E-007	
2655	26.11.2025	12:46:16:41 odp.	4365.41	1.50126E-007	5.21851E-008	3.65166E-008	2.60828E-008	1.44486E-008	1.01089E-009	1.883E-007	
2656	26.11.2025	12:46:18:06 odp.	4367.06	1.50283E-007	5.21924E-008	3.65513E-008	2.6065E-008	1.44425E-008	1.0082E-009	1.865E-007	
2657	26.11.2025	12:46:19:71 odp.	4368.72	1.50419E-007	5.22046E-008	3.65812E-008	2.60591E-008	1.44596E-008	1.01394E-009	1.867E-007	
2658	26.11.2025	12:46:21:43 odp.	4370.43	1.5048E-007	5.21425E-008	3.66041E-008	2.60798E-008	1.44437E-008	1.00259E-009	1.871E-007	
2659	26.11.2025	12:46:23:09 odp.	4372.09	1.50407E-007	5.219E-008	3.66443E-008	2.60825E-008	1.44559E-008	1.00064E-009	1.874E-007	
2660	26.11.2025	12:46:24:65 odp.	4373.65	1.50431E-007	5.22828E-008	3.66884E-008	2.60721E-008	1.44535E-008	1.01003E-009	1.871E-007	
2661	26.11.2025	12:46:26:39 odp.	4375.4	1.50382E-007	5.22999E-008	3.67122E-008	2.60992E-008	1.44498E-008	1.00845E-009	1.885E-007	
2662	26.11.2025	12:46:28:05 odp.	4377.05	1.50307E-007	5.23719E-008	3.67478E-008	2.60963E-008	1.44779E-008	1.01479E-009	1.874E-007	
2663	26.11.2025	12:46:29:70 odp.	4378.7	1.50452E-007	5.24097E-008	3.67779E-008	2.61025E-008	1.44711E-008	1.01333E-009	1.865E-007	
2664	26.11.2025	12:46:31:35 odp.	4380.36	1.50274E-007	5.24139E-008	3.68509E-008	2.61318E-008	1.44864E-008	1.01125E-009	1.86E-007	
2665	26.11.2025	12:46:33:01 odp.	4382.01	1.50367E-007	5.25208E-008	3.69419E-008	2.6186E-008	1.45037E-008	1.00269E-009	1.876E-007	
2666	26.11.2025	12:46:34:66 odp.	4383.66	1.50345E-007	5.26661E-008	3.70533E-008	2.62632E-008	1.45511E-008	1.01101E-009	1.88E-007	
2667	26.11.2025	12:46:36:31 odp.	4385.32	1.50223E-007	5.28248E-008	3.72458E-008	2.63654E-008	1.46402E-008	1.00393E-009	1.874E-007	
2668	26.11.2025	12:46:37:97 odp.	4386.97	1.50235E-007	5.30055E-008	3.74189E-008	2.64794E-008	1.47025E-008	9.99658E-010	1.887E-007	
2669	26.11.2025	12:46:39:61 odp.	4388.62	1.50175E-007	5.33253E-008	3.76121E-008	2.66355E-008	1.47941E-008	1.00503E-009	1.883E-007	
2670	26.11.2025	12:46:41:26 odp.	4390.27	1.50208E-007	5.36512E-008	3.78664E-008	2.67748E-008	1.48197E-008	1.00149E-009	1.894E-007	
2671	26.11.2025	12:46:42:91 odp.	4391.92	1.5003E-007	5.38441E-008	3.79959E-008	2.68241E-008	1.48453E-008	1.00356E-009	1.865E-007	
2672	26.11.2025	12:46:44:57 odp.	4393.57	1.50077E-007	5.38563E-008	3.79286E-008	2.67406E-008	1.48197E-008	1.00149E-009	1.891E-007	
2673	26.11.2025	12:46:46:21 odp.	4395.22	1.49197E-007	5.32093E-008	3.75034E-008	2.6424E-008	1.46737E-008	9.97827E-010	1.889E-007	
2674	26.11.2025	12:46:47:86 odp.	4396.87	1.49149E-007	5.29505E-008	3.73462E-008	2.62854E-008	1.46183E-008	9.96606E-010	1.88E-007	
2675	26.11.2025	12:46:49:51 odp.	4398.52	1.49304E-007	5.26856E-008	3.72002E-008	2.61488E-008	1.45267E-008	9.96056E-010	1.876E-007	
2676	26.11.2025	12:46:51:17 odp.	4400.17	1.49381E-007	5.25103E-008	3.7095E-008	2.60403E-008	1.44645E-008	1.00051E-009	1.876E-007	
2677	26.11.2025	12:46:52:82 odp.	4401.82	1.49296E-007	5.23231E-008	3.69742E-008	2.59715E-008	1.44046E-008	1.00393E-009	1.883E-007	
2678	26.11.2025	12:46:54:47 odp.	4403.48	1.49294E-007	5.219E-008	3.69076E-008	2.58949E-008	1.43722E-008	1.00015E-009	1.885E-007	
2679	26.11.2025	12:46:56:19 odp.	4405.19	1.4943E-007	5.21326E-008	3.68457E-008	2.5833E-008	1.43436E-008	1.00332E-009	1.86E-007	
2680	26.11.2025	12:46:57:84 odp.	4406.84	1.49421E-007	5.20203E-008	3.68312E-008	2.58012E-008	1.43546E-008	1.00247E-009	1.878E-007	
2681	26.11.2025	12:46:59:49 odp.	4408.49	1.49332E-007	5.19727E-008	3.68026E-008	2.57796E-008	1.43408E-008	9.95752E-010	1.876E-007	
2682	26.11.2025	12:47:01:14 odp.	4410.14	1.49467E-007	5.19654E-008	3.68454E-008	2.57772E-008	1.43433E-008	9.93555E-010	1.878E-007	
2683	26.11.2025	12:47:02:79 odp.	4411.8	1.49454E-007	5.2035E-008	3.68864E-008	2.57828E-008	1.43399E-008	9.96484E-010	1.876E-007	
2684	26.11.2025	12:47:04:44 odp.	4413.44	1.49232E-007	5.20301E-008	3.68548E-008	2.57573E-008	1.43168E-008	9.88061E-010	1.878E-007	
2685	26.11.2025	12:47:06:09 odp.	4415.09	1.49393E-007	5.19861E-008	3.69172E-008	2.5753E-008	1.43375E-008	9.99048E-010	1.876E-007	
2686	26.11.2025	12:47:07:74 odp.	4416.74	1.49332E-007	5.20227E-008	3.6933E-008	2.57623E-008	1.43421E-008	1.00137E-009	1.885E-007	
2687	26.11.2025	12:47:09:39 odp.	4418.4	1.49405E-007	5.21119E-008	3.6987E-008	2.57755E-008	1.43638E-008	9.93554E-010	1.869E-007	
2688	26.11.2025	12:47:11:05 odp.	4420.05	1.49357E-007	5.22095E-008	3.7093E-008	2.58239E-008	1.43734E-008	9.97217E-010	1.885E-007	
2689	26.11.2025	12:47:12:70 odp.	4421.7	1.49503E-007	5.23585E-008	3.72235E-008	2.59138E-008	1.44303E-008	9.95141E-010	1.88E-007	
2690	26.11.2025	12:47:14:35 odp.	4423.36	1.49396E-007	5.25159E-008	3.73689E-008	2.60199E-008	1.44864E-008	9.96606E-010	1.889E-007	
2691	26.11.2025	12:47:16:01 odp.	4425.01	1.49528E-007	5.27955E-008	3.75743E-008	2.61569E-008	1.45865E-008	1.00137E-009	1.887E-007	
2692	26.11.2025	12:47:17:66 odp.	4426.66	1.49607E-007	5.30677E-008	3.77872E-008	2.63219E-008	1.46737E-008	9.97095E-010	1.88E-007	
2693	26.11.2025	12:47:19:31 odp.	4428.32	1.49564E-007	5.3368E-008	3.79663E-008	2.6354E-008	1.46317E-008	9.94898E-010	1.898E-007	
2694	26.11.2025	12:47:20:96 odp.	4429.96	1.4954E-007	5.32154E-008	3.7845E-008	2.62225E-008	1.45987E-008	1.00222E-009	1.9E-007	
2695	26.11.2025	12:47:22:61 odp.	4431.61	1.49515E-007	5.28614E-008	3.76143E-008	2.60135E-008	1.44832E-008	9.91968E-010	1.874E-007	
2696	26.11.2025	12:47:24:26 odp.	4433.26	1.49619E-007	5.23878E-008	3.72911E-008	2.57943E-008	1.43775E-008	9.98228E-010	1.883E-007	
2697	26.11.2025	12:47:25:91 odp.	4434.91	1.49442E-007	5.20545E-008	3.70144E-008	2.55873E-008	1.42606E-008	9.91353E-010	1.876E-007	
2698	26.11.2025	12:47:27:56 odp.	4436.56	1.49285E-007	5.17029E-008	3.68228E-008	2.54303E-008	1.418E-008	9.90991E-010	1.867E-007	
2699	26.11.2025	12:47:29:21 odp.	4438.21	1.49259E-007	5.14173E-008	3.66529E-008	2.5262E-008	1.41068E-008	9.91846E-010	1.865E-007	
2700	26.11.2025	12:47:30:92 odp.	4439.93	1.49308E-007	5.11355E-008	3.64776E-008	2.51648E-008	1.40262E-008	9.94165E-010	1.874E-007	
2701	26.11.2025	12:47:32:57 odp.	4441.58	1.49246E-007	5.09827E-008	3.63991E-008	2.50477E-008	1.39908E-008	9.91846E-010	1.86E-007	
2702	26.11.2025	12:47:34:22 odp.	4443.22	1.49222E-007	5.08264E-008	3.62732E-008	2.49578E-008	1.39078E-008	9.96177E-010	1.871E-007	
2703	26.11.2025	12:47:35:87 odp.	4444.88	1.49234E-007	5.06738E-008	3.61791E-008	2.48749E-008	1.38919E-008	9.927E-010	1.856E-007	
2704	26.11.2025	12:47:37:53 odp.	4446.53	1.49332E-007	5.05701E-008	3.61236E-008	2.47807E-008	1.38621E-008	9.95142E-010	1.867E-007	
2705	26.11.2025	12:47:39:18 odp.	4448.18	1.49402E-007	5.0524E-008	3.61084E-008	2.47681E-008	1.38669E-008	9.90991E-010	1.849E-007	
2706	26.11.2025	12:47:40:83 odp.	4449.83	1.49418E-007	5.05349E-008	3.61224E-008	2.4759E-008	1.38379E-008	9.99048E-010	1.847E-007	
2707	26.11.2025	12:47:42:54 odp.	4451.54	1.49347E-007	5.05408E-008	3.61746E-008	2.478E-008	1.38447E-008	9.89526E-010	1.84E-007	
2708	26.11.2025	12:47:44:19 odp.	4453.2	1.49409E-007	5.06262E-008	3.61893E-008	2.47953E-008	1.38761E-008	9.9087E-010	1.847E-007	
2709	26.11.2025	12:47:45:84 odp.	4454.85	1.49296E-007	5.0669E-008	3.62501E-008	2.47948E-008	1.38578E-008	1.00285E-009	1.854E-007	
2710	26.11.2025	12:47:47:55 odp.	4456.56	1.49232E-007	5.06909E-008	3.63114E-008	2.48123E-008	1.38834E-008	9.89785E-010	1.86E-007	
2711	26.11.2025	12:47:49:21 odp.	4458.21	1.49308E-007	5.0793E-008	3.63831E-008	2.48648E-008	1.39029E-008	9.88916E-010	1.854E-007	
2712	26.11.2025	12:47:50:92 odp.	4459.92	1.49369E-007	5.08789E-008	3.64744E-008	2.48754E-008	1.39054E-008	9.87329E-010	1.869E-007	
2713	26.11.2025	12:47:52:56 odp.	4461.56	1.49247E-007	5.1001E-008	3.65146E-008	2.49079E-008	1.39151E-008	9.97095E-010	1.865E-007	
2714	26.11.2025	12:47:54:21 odp.	4463.21	1.49246E-007	5.10474E-008	3.65841E-008	2.49173E-008	1.39566E-008	9.92334E-010	1.865E-007	
2715	26.11.2025	12:47:55:86 odp.	4464.86	1.4931E-007	5.1095E-008	3.66689E-008	2.4975E-008	1.39762E-008	9.9209E-010	1.86E-007	
2716	26.11.2025	12:47:57:51 odp.	4466.51	1.49185E-007	5.11958E-008	3.66938E-008	2.49831E-008	1.39774E-008	9.88458E-010	1.874E-007	
2717	26.11.2025	12:47:59:15 odp.	4468.16	1.49294E-007	5.12344E-008	3.67449E-008	2.50031E-008	1.39859E-008	9.89282E-010	1.867E-007	
2718	26.11.2025	12:48:00:81 odp.	4469.81	1.49442E-007	5.12778E-008	3.68036E-008	2.50194E-008	1.39959E-008	9.93188E-010	1.851E-007	
2719	26.11.2025	12:48:02:46 odp.	4471.46	1.49503E-007	5.13513E-008	3.68699E-008	2.50667E-008	1.40128E-008	9.87939E-010	1.874E-007	
2720	26.11.2025	12:48:04:11 odp.	4473.12	1.49564E-007	5.14038E-008	3.69384E-008	2.5086E-008	1.40396E-008	9.85742E-010	1.863E-007	
2721	26.11.2025	12:48:05:76 odp.	4474.77	1.49442E-007	5.14741E-008	3.69872E-008	2.51055E-008	1.40695E-008	9.98682E-010	1.883E-007	
2722	26.11.2025	12:48:07:41 odp.	4476.41	1.49271E-007	5.15601E-008	3.70462E-008	2.51404E-008	1.40567E-008	9.87695E-010	1.871E-007	
2723	26.11.2025	12:48:09:06 odp.	4478.06	1.4921E-007	5.15796E-008	3.7133E-008	2.51683E-008	1.40659E-008	9.96873E-010	1.88E-007	
2724	26.11.2025	12:48:10:71 odp.	4479.72	1.49125E-007	5.16552E-008	3.71712E-008	2.51636E-008	1.40748E-008	9.92334E-010	1.869E-007	
2725	26.11.2025	12:48:12:36 odp.	4481.37	1.4908E-007	5.17103E-008	3.71605E-008	2.51488E-008	1.40828E-008	9.98467E-010	1.869E-007	
2726	26.11.2025	12:48:14:01 odp.	4483.02	1.49068E-007	5.16394E-008	3.71596E-008	2.51133E-008	1.40653E-008	9.86596E-010	1.869E-007	
2727	26.11.2025	12:48:15:66 odp.	4484.67	1.49054E-007	5.15845E-008	3.71329E-008	2.50664E-008	1.40458E-008	9.88061E-010	1.876E-007	
2728	26.11.2025	12:48:17:31 odp.	4486.32	1.49089E-007	5.15296E-008	3.70969E-008	2.50644E-008	1.40323E-008	9.91235E-010	1.867E-007	
2729	26.11.2025	12:48:18:96 odp.	4487.96	1.49247E-007	5.14722E-008	3.70962E-008	2.5042E-008	1.40201E-008	9.89038E-010	1.851E-007	
2730	26.11.2025	12:48:20:61 odp.	4489.61	1.49161E-007	5.14881E-008	3.7146E-008	2.50282E-008	1.4049E-008	9.83152E-010	1.876E-007	
2731	26.11.2025	12:48:22:26 odp.	4491.27	1.49322E-007	5.15296E-008	3.71783E-008	2.50376E-008	1.40506E-008	9.84521E-010	1.871E-007	
2732	26.11.2025	12:48:23:91 odp.	4492.92	1.49344E-007	5.15064E-008	3.71546E-008	2.50351E-008	1.40177E-008	9.87855E-010	1.851E-007	
2733	26.11.2025	12:48:25:57 odp.	4494.57	1.49393E-007	5.15125E-008	3.71901E-008	2.49967E-008	1.40055E-008	9.93433E-010	1.847E-007	
2734	26.11.2025	12:48:27:22 odp.	4496.22	1.4943E-007	5.14466E-008	3.71507E-008	2.49787E-008	1.39945E-008	9.9502E-010	1.869E-007	
2735	26.11.2025	12:48:28:93 odp.	4497.93	1.49113E-007	5.1438E-008	3.71574E-008	2.49725E-008	1.39969E-008	9.90136E-010	1.858E-007	
2736	26.11.2025	12:48:30:58 odp.	4499.58	1.48944E-007	5.15125E-008	3.72035E-008	2.49809E-008	1.40345E-008	9.93066E-010	1.871E-007	
2737	26.11.2025	12:48:32:23 odp.	4501.24	1.48655E-007	5.1532E-008	3.72461E-008	2.49868E-008	1.40274E-008	9.94531E-010	1.865E-007	
2738	26.11.2025	12:48:33:88 odp.	4502.88	1.48702E-007	5.15589E-008	3.72668E-008	2.49999E-008	1.40494E-008	9.95386E-010	1.865E-007	
2739	26.11.2025	12:48:35:53 odp.	4504.53	1.48661E-007	5.16053E-008	3.7298E-008	2.50078E-008	1.40323E-008	9.91353E-010	1.865E-007	
2740	26.11.2025	12:48:37:18 odp.	4506.18	1.48636E-007	5.16114E-008	3.73437E-008	2.50285E-008	1.40466E-008	9.94489E-010	1.874E-007	
2741	26.11.2025	12:48:38:82 odp.	4507.82	1.48673E-007	5.16553E-008	3.73598E-008	2.50272E-008	1.40502E-008	9.95263E-010	1.871E-007	
2742	26.11.2025	12:48:40:53 odp.	4509.54	1.48514E-007	5.16895E-008	3.73876E-008	2.50327E-008	1.4047E-008	9.93188E-010	1.854E-007	
2743	26.11.2025	12:48:42:18 odp.	4511.19	1.48358E-007	5.17212E-008	3.7343E-008	2.50408E-008	1.40647E-008	9.95142E-010	1.871E-007	
2744	26.11.2025	12:48:43:83 odp.	4512.84	1.48239E-007	5.16858E-008	3.74062E-008	2.50445E-008	1.4061E-008	1.00857E-009	1.883E-007	
2745	26.11.2025	12:48:45:55 odp.	4514.55	1.48233E-007	5.17798E-008	3.74685E-008	2.51014E-008	1.40909E-008	9.96484E-010	1.871E-007	
2746	26.11.2025	12:48:47:20 odp.	4516.21	1.48235E-007	5.18714E-008	3.74934E-008	2.51067E-008	1.41044E-008	1.00002E-009	1.874E-007	
2747	26.11.2025	12:48:48:85 odp.	4517.86	1.48099E-007	5.18897E-008	3.74885E-008	2.51155E-008	1.40921E-008	1.01321E-009	1.876E-007	
2748	26.11.2025	12:48:50:50 odp.	4519.5	1.48208E-007	5.18311E-008	3.75045E-008	2.51089E-008	1.41019E-008	1.00221E-009	1.871E-007	
