ASCII SAMPLE CYCLES :			synecho6803_brd_temp36-31-36_whitel300.mdc
DATE :	26.11.2025	TIME :	11:33:31 odp.
CONVERTED CYCLES :			5261
Number of stored cycles			5261
Printed start cycle			1
Printed end cycle			5261
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	17.94	min:	9.22911E-010	max:	1.67387E-009	
'0/1'	27.75	min:	4.27391E-008	max:	4.4986E-008	
'0/2'	31.72	min:	1.83275E-008	max:	1.94882E-008	
'0/3'	35.87	min:	8.61726E-008	max:	8.69342E-008	
'0/4'	40.03	min:	3.46578E-008	max:	3.51229E-008	
'0/5'	43.72	min:	1.64506E-009	max:	1.67387E-009	
Datablock 1	PKR	[mbar]	
'1/0'	PKR	min:	1.744E-007	max:	2.362E-007	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'1/0'	
1313	26.11.2025	12:09:23:41 odp.	2152.41	1.55729E-007	5.55995E-008	3.43469E-008	4.25842E-008	2.0501E-008	1.32242E-009	2.038E-007	
1314	26.11.2025	12:09:25:05 odp.	2154.05	1.55692E-007	5.58461E-008	3.44588E-008	4.27278E-008	2.05639E-008	1.32193E-009	2.033E-007	
1315	26.11.2025	12:09:26:69 odp.	2155.7	1.55692E-007	5.58667E-008	3.44502E-008	4.26772E-008	2.04976E-008	1.32277E-009	2.021E-007	
1316	26.11.2025	12:09:28:33 odp.	2157.34	1.55814E-007	5.57045E-008	3.43056E-008	4.24565E-008	2.0407E-008	1.31705E-009	2.028E-007	
1317	26.11.2025	12:09:29:97 odp.	2158.98	1.55746E-007	5.53541E-008	3.40971E-008	4.21661E-008	2.02446E-008	1.32486E-009	2.016E-007	
1318	26.11.2025	12:09:31:61 odp.	2160.62	1.55729E-007	5.50392E-008	3.39113E-008	4.19641E-008	2.01909E-008	1.32071E-009	2.008E-007	
1319	26.11.2025	12:09:33:25 odp.	2162.26	1.55839E-007	5.48622E-008	3.38353E-008	4.18473E-008	2.01226E-008	1.32034E-009	2.018E-007	
1320	26.11.2025	12:09:34:89 odp.	2163.9	1.55741E-007	5.48036E-008	3.37677E-008	4.17892E-008	2.01055E-008	1.32852E-009	2.006E-007	
1321	26.11.2025	12:09:36:53 odp.	2165.54	1.55903E-007	5.47621E-008	3.37441E-008	4.17908E-008	2.01116E-008	1.31827E-009	2.008E-007	
1322	26.11.2025	12:09:38:17 odp.	2167.18	1.5586E-007	5.4795E-008	3.37596E-008	4.17912E-008	2.01055E-008	1.32584E-009	2.021E-007	
1323	26.11.2025	12:09:39:81 odp.	2168.82	1.559E-007	5.47816E-008	3.37389E-008	4.17629E-008	2.00591E-008	1.32523E-009	2.018E-007	
1324	26.11.2025	12:09:41:45 odp.	2170.46	1.55851E-007	5.48402E-008	3.37207E-008	4.17854E-008	2.01287E-008	1.32401E-009	2.008E-007	
1325	26.11.2025	12:09:43:09 odp.	2172.1	1.55999E-007	5.48671E-008	3.37796E-008	4.18382E-008	2.0147E-008	1.32083E-009	1.987E-007	
1326	26.11.2025	12:09:44:73 odp.	2173.73	1.55827E-007	5.49428E-008	3.38304E-008	4.19363E-008	2.02056E-008	1.32364E-009	2.016E-007	
1327	26.11.2025	12:09:46:37 odp.	2175.38	1.55814E-007	5.50953E-008	3.39002E-008	4.20445E-008	2.02357E-008	1.32291E-009	2.016E-007	
1328	26.11.2025	12:09:48:01 odp.	2177.02	1.55668E-007	5.52748E-008	3.4036E-008	4.22078E-008	2.0346E-008	1.3212E-009	2.008E-007	
1329	26.11.2025	12:09:49:65 odp.	2178.66	1.55582E-007	5.5558E-008	3.4196E-008	4.24813E-008	2.04349E-008	1.32913E-009	2.023E-007	
1330	26.11.2025	12:09:51:29 odp.	2180.29	1.5535E-007	5.59914E-008	3.44024E-008	4.27174E-008	2.05413E-008	1.33621E-009	2.038E-007	
1331	26.11.2025	12:09:52:93 odp.	2181.93	1.55485E-007	5.62599E-008	3.45782E-008	4.2937E-008	2.06829E-008	1.33841E-009	2.033E-007	
1332	26.11.2025	12:09:54:57 odp.	2183.57	1.55436E-007	5.65541E-008	3.47594E-008	4.3186E-008	2.0772E-008	1.33304E-009	2.038E-007	
1333	26.11.2025	12:09:56:21 odp.	2185.22	1.55497E-007	5.68898E-008	3.49436E-008	4.34469E-008	2.09028E-008	1.3328E-009	2.045E-007	
1334	26.11.2025	12:09:57:85 odp.	2186.85	1.55338E-007	5.71913E-008	3.5144E-008	4.36789E-008	2.10125E-008	1.33316E-009	2.048E-007	
1335	26.11.2025	12:09:59:49 odp.	2188.49	1.55473E-007	5.74086E-008	3.52545E-008	4.37179E-008	2.10055E-008	1.33049E-009	2.048E-007	
1336	26.11.2025	12:10:01:13 odp.	2190.14	1.5557E-007	5.72536E-008	3.50874E-008	4.34673E-008	2.08799E-008	1.33084E-009	2.05E-007	
1337	26.11.2025	12:10:02:77 odp.	2191.78	1.55619E-007	5.67785E-008	3.47744E-008	4.3004E-008	2.06865E-008	1.3284E-009	2.031E-007	
1338	26.11.2025	12:10:04:42 odp.	2193.42	1.55638E-007	5.61855E-008	3.43718E-008	4.25655E-008	2.04741E-008	1.33072E-009	2.04E-007	
1339	26.11.2025	12:10:06:05 odp.	2195.06	1.55729E-007	5.56434E-008	3.40922E-008	4.2209E-008	2.03045E-008	1.33243E-009	2.011E-007	
1340	26.11.2025	12:10:07:69 odp.	2196.7	1.55912E-007	5.53114E-008	3.38695E-008	4.19227E-008	2.01787E-008	1.32108E-009	2.003E-007	
1341	26.11.2025	12:10:09:33 odp.	2198.34	1.56083E-007	5.5005E-008	3.37131E-008	4.17024E-008	2.00803E-008	1.32498E-009	2.013E-007	
1342	26.11.2025	12:10:10:97 odp.	2199.98	1.5612E-007	5.47779E-008	3.35641E-008	4.15292E-008	2.00029E-008	1.33243E-009	2.001E-007	
1343	26.11.2025	12:10:12:61 odp.	2201.62	1.5601E-007	5.46156E-008	3.34558E-008	4.13834E-008	1.99333E-008	1.3317E-009	2.026E-007	
1344	26.11.2025	12:10:14:25 odp.	2203.26	1.56144E-007	5.44569E-008	3.33521E-008	4.12494E-008	1.98857E-008	1.33011E-009	1.994E-007	
1345	26.11.2025	12:10:15:89 odp.	2204.9	1.56278E-007	5.44068E-008	3.33031E-008	4.11806E-008	1.98271E-008	1.33316E-009	2.003E-007	
1346	26.11.2025	12:10:17:53 odp.	2206.54	1.56132E-007	5.4264E-008	3.32433E-008	4.10825E-008	1.98139E-008	1.32669E-009	2.013E-007	
1347	26.11.2025	12:10:19:17 odp.	2208.18	1.56218E-007	5.41542E-008	3.31755E-008	4.09964E-008	1.97624E-008	1.32388E-009	2.013E-007	
1348	26.11.2025	12:10:20:81 odp.	2209.82	1.56215E-007	5.41249E-008	3.31258E-008	4.09515E-008	1.97515E-008	1.32804E-009	2.011E-007	
1349	26.11.2025	12:10:22:45 odp.	2211.45	1.56192E-007	5.41627E-008	3.31287E-008	4.09585E-008	1.97295E-008	1.32755E-009	2.001E-007	
1350	26.11.2025	12:10:24:09 odp.	2213.1	1.56095E-007	5.41325E-008	3.31257E-008	4.09711E-008	1.97686E-008	1.33194E-009	2.023E-007	
1351	26.11.2025	12:10:25:73 odp.	2214.73	1.56107E-007	5.42213E-008	3.31598E-008	4.09774E-008	1.9771E-008	1.32518E-009	2.021E-007	
1352	26.11.2025	12:10:27:37 odp.	2216.37	1.56107E-007	5.43104E-008	3.31951E-008	4.10026E-008	1.98008E-008	1.32767E-009	2.008E-007	
1353	26.11.2025	12:10:29:01 odp.	2218.01	1.55963E-007	5.42848E-008	3.32226E-008	4.10228E-008	1.98067E-008	1.32913E-009	2.013E-007	
1354	26.11.2025	12:10:30:66 odp.	2219.67	1.56013E-007	5.43031E-008	3.32163E-008	4.10361E-008	1.97808E-008	1.32755E-009	1.996E-007	
1355	26.11.2025	12:10:32:31 odp.	2221.31	1.55963E-007	5.443E-008	3.32369E-008	4.10415E-008	1.97759E-008	1.33353E-009	1.999E-007	
1356	26.11.2025	12:10:33:94 odp.	2222.95	1.5579E-007	5.43824E-008	3.32278E-008	4.09911E-008	1.97637E-008	1.33316E-009	2.001E-007	
1357	26.11.2025	12:10:35:58 odp.	2224.59	1.55717E-007	5.43776E-008	3.31682E-008	4.09476E-008	1.97832E-008	1.3378E-009	2.018E-007	
1358	26.11.2025	12:10:37:23 odp.	2226.24	1.55541E-007	5.42457E-008	3.31376E-008	4.0902E-008	1.97527E-008	1.33048E-009	2.011E-007	
1359	26.11.2025	12:10:38:88 odp.	2227.88	1.55607E-007	5.42775E-008	3.3123E-008	4.08798E-008	1.97295E-008	1.32718E-009	2.016E-007	
1360	26.11.2025	12:10:40:52 odp.	2229.52	1.55778E-007	5.42663E-008	3.31472E-008	4.08701E-008	1.97063E-008	1.33035E-009	2.008E-007	
1361	26.11.2025	12:10:42:16 odp.	2231.16	1.5579E-007	5.4264E-008	3.31314E-008	4.08556E-008	1.97051E-008	1.33255E-009	1.992E-007	
1362	26.11.2025	12:10:43:80 odp.	2232.8	1.55827E-007	5.42298E-008	3.31122E-008	4.08492E-008	1.97112E-008	1.32389E-009	2.008E-007	
1363	26.11.2025	12:10:45:44 odp.	2234.44	1.55903E-007	5.42982E-008	3.31363E-008	4.08788E-008	1.97535E-008	1.33109E-009	2.001E-007	
1364	26.11.2025	12:10:47:08 odp.	2236.08	1.56022E-007	5.43821E-008	3.31467E-008	4.08917E-008	1.97405E-008	1.33866E-009	1.985E-007	
1365	26.11.2025	12:10:48:72 odp.	2237.72	1.56156E-007	5.44288E-008	3.31842E-008	4.09145E-008	1.97426E-008	1.33744E-009	1.989E-007	
1366	26.11.2025	12:10:50:36 odp.	2239.36	1.56058E-007	5.44178E-008	3.31995E-008	4.0923E-008	1.97441E-008	1.34146E-009	2.021E-007	
1367	26.11.2025	12:10:52:00 odp.	2241	1.559E-007	5.4535E-008	3.32152E-008	4.09602E-008	1.97856E-008	1.33255E-009	2.016E-007	
1368	26.11.2025	12:10:53:64 odp.	2242.64	1.55818E-007	5.45765E-008	3.3234E-008	4.09831E-008	1.976E-008	1.32767E-009	2.006E-007	
1369	26.11.2025	12:10:55:28 odp.	2244.28	1.55973E-007	5.46485E-008	3.32441E-008	4.10093E-008	1.97979E-008	1.34351E-009	2.001E-007	
1370	26.11.2025	12:10:56:92 odp.	2245.93	1.55915E-007	5.4629E-008	3.32522E-008	4.0993E-008	1.97698E-008	1.33121E-009	1.999E-007	
1371	26.11.2025	12:10:58:56 odp.	2247.56	1.55903E-007	5.45875E-008	3.3265E-008	4.10137E-008	1.97877E-008	1.33292E-009	2.003E-007	
1372	26.11.2025	12:11:00:20 odp.	2249.2	1.55814E-007	5.46388E-008	3.32818E-008	4.10243E-008	1.97631E-008	1.33194E-009	2.011E-007	
1373	26.11.2025	12:11:01:84 odp.	2250.85	1.55863E-007	5.47053E-008	3.33095E-008	4.10556E-008	1.98357E-008	1.33194E-009	2.001E-007	
1374	26.11.2025	12:11:03:49 odp.	2252.49	1.55936E-007	5.47841E-008	3.33476E-008	4.11084E-008	1.98476E-008	1.33866E-009	2.011E-007	
1375	26.11.2025	12:11:05:13 odp.	2254.13	1.55729E-007	5.48353E-008	3.33666E-008	4.11241E-008	1.9865E-008	1.33536E-009	2.001E-007	
1376	26.11.2025	12:11:06:77 odp.	2255.77	1.55692E-007	5.48634E-008	3.33946E-008	4.11648E-008	1.98845E-008	1.33548E-009	1.999E-007	
1377	26.11.2025	12:11:08:41 odp.	2257.41	1.55521E-007	5.5013E-008	3.34558E-008	4.12383E-008	1.99016E-008	1.34464E-009	2.018E-007	
1378	26.11.2025	12:11:10:05 odp.	2259.05	1.55314E-007	5.51076E-008	3.35094E-008	4.12813E-008	1.99858E-008	1.34488E-009	2.011E-007	
1379	26.11.2025	12:11:11:69 odp.	2260.69	1.55203E-007	5.52162E-008	3.35955E-008	4.14367E-008	2.00128E-008	1.33988E-009	2.003E-007	
1380	26.11.2025	12:11:13:33 odp.	2262.33	1.55143E-007	5.53798E-008	3.37091E-008	4.15677E-008	2.00786E-008	1.3422E-009	2.011E-007	
1381	26.11.2025	12:11:14:97 odp.	2263.97	1.55179E-007	5.55849E-008	3.37764E-008	4.16426E-008	2.01238E-008	1.34171E-009	2.008E-007	
1382	26.11.2025	12:11:16:61 odp.	2265.62	1.55119E-007	5.56459E-008	3.38528E-008	4.17168E-008	2.01599E-008	1.34329E-009	2.021E-007	
1383	26.11.2025	12:11:18:25 odp.	2267.25	1.55216E-007	5.57558E-008	3.39044E-008	4.18108E-008	2.02068E-008	1.34317E-009	2.018E-007	
1384	26.11.2025	12:11:19:89 odp.	2268.89	1.55213E-007	5.5901E-008	3.39855E-008	4.18872E-008	2.02349E-008	1.34171E-009	2.023E-007	
1385	26.11.2025	12:11:21:53 odp.	2270.53	1.55363E-007	5.60243E-008	3.40614E-008	4.19946E-008	2.03008E-008	1.35013E-009	1.992E-007	
1386	26.11.2025	12:11:23:17 odp.	2272.17	1.55448E-007	5.61769E-008	3.41546E-008	4.21321E-008	2.03753E-008	1.35123E-009	2.018E-007	
1387	26.11.2025	12:11:24:81 odp.	2273.82	1.55302E-007	5.64003E-008	3.42683E-008	4.229E-008	2.04534E-008	1.34464E-009	2.021E-007	
1388	26.11.2025	12:11:26:45 odp.	2275.46	1.55276E-007	5.65785E-008	3.43902E-008	4.24272E-008	2.05083E-008	1.34842E-009	2.023E-007	
1389	26.11.2025	12:11:28:09 odp.	2277.09	1.5536E-007	5.68129E-008	3.45387E-008	4.26038E-008	2.05962E-008	1.35282E-009	2.035E-007	
1390	26.11.2025	12:11:29:73 odp.	2278.73	1.55289E-007	5.70827E-008	3.46626E-008	4.27958E-008	2.06597E-008	1.34769E-009	2.033E-007	
1391	26.11.2025	12:11:31:37 odp.	2280.38	1.55277E-007	5.72035E-008	3.47335E-008	4.28009E-008	2.06894E-008	1.34696E-009	2.033E-007	
1392	26.11.2025	12:11:33:02 odp.	2282.03	1.55241E-007	5.69948E-008	3.4507E-008	4.24237E-008	2.05E-008	1.35111E-009	2.018E-007	
1393	26.11.2025	12:11:34:67 odp.	2283.68	1.55119E-007	5.63197E-008	3.40906E-008	4.18638E-008	2.02056E-008	1.34317E-009	2.021E-007	
1394	26.11.2025	12:11:36:32 odp.	2285.32	1.55071E-007	5.55629E-008	3.36026E-008	4.12329E-008	1.99248E-008	1.3411E-009	2.021E-007	
1395	26.11.2025	12:11:37:96 odp.	2286.96	1.54984E-007	5.48573E-008	3.31958E-008	4.06777E-008	1.96965E-008	1.34E-009	2.003E-007	
1396	26.11.2025	12:11:39:60 odp.	2288.6	1.54838E-007	5.41835E-008	3.28121E-008	4.02047E-008	1.94707E-008	1.33829E-009	1.989E-007	
1397	26.11.2025	12:11:41:24 odp.	2290.24	1.54691E-007	5.3589E-008	3.24566E-008	3.97373E-008	1.92326E-008	1.33658E-009	1.994E-007	
1398	26.11.2025	12:11:42:88 odp.	2291.88	1.54691E-007	5.30591E-008	3.2142E-008	3.93428E-008	1.9054E-008	1.33597E-009	1.994E-007	
1399	26.11.2025	12:11:44:52 odp.	2293.52	1.54797E-007	5.26209E-008	3.1877E-008	3.89884E-008	1.88908E-008	1.33658E-009	1.954E-007	
1400	26.11.2025	12:11:46:16 odp.	2295.16	1.54826E-007	5.22352E-008	3.16491E-008	3.86561E-008	1.87505E-008	1.33792E-009	1.968E-007	
1401	26.11.2025	12:11:47:80 odp.	2296.8	1.54984E-007	5.19727E-008	3.14703E-008	3.84249E-008	1.86198E-008	1.33941E-009	1.947E-007	
1402	26.11.2025	12:11:49:44 odp.	2298.44	1.54862E-007	5.16907E-008	3.12801E-008	3.82215E-008	1.85307E-008	1.33536E-009	1.959E-007	
1403	26.11.2025	12:11:51:08 odp.	2300.08	1.54972E-007	5.14856E-008	3.11624E-008	3.79769E-008	1.84318E-008	1.33475E-009	1.947E-007	
1404	26.11.2025	12:11:52:72 odp.	2301.72	1.54972E-007	5.11946E-008	3.09943E-008	3.77718E-008	1.83366E-008	1.3339E-009	1.952E-007	
1405	26.11.2025	12:11:54:36 odp.	2303.36	1.55035E-007	5.09961E-008	3.08528E-008	3.75693E-008	1.82243E-008	1.33316E-009	1.935E-007	
1406	26.11.2025	12:11:56:00 odp.	2305	1.55179E-007	5.08388E-008	3.07265E-008	3.74064E-008	1.81523E-008	1.33145E-009	1.942E-007	
1407	26.11.2025	12:11:57:64 odp.	2306.65	1.55167E-007	5.06238E-008	3.05977E-008	3.72682E-008	1.80856E-008	1.32743E-009	1.933E-007	
1408	26.11.2025	12:11:59:28 odp.	2308.29	1.55204E-007	5.04541E-008	3.05091E-008	3.71145E-008	1.80289E-008	1.33365E-009	1.935E-007	
1409	26.11.2025	12:12:00:92 odp.	2309.92	1.55118E-007	5.03552E-008	3.04066E-008	3.70072E-008	1.80095E-008	1.33133E-009	1.921E-007	
1410	26.11.2025	12:12:02:56 odp.	2311.56	1.55167E-007	5.02637E-008	3.03653E-008	3.693E-008	1.79326E-008	1.31925E-009	1.935E-007	
1411	26.11.2025	12:12:04:20 odp.	2313.2	1.5512E-007	5.02405E-008	3.03276E-008	3.68302E-008	1.79191E-008	1.33072E-009	1.917E-007	
1412	26.11.2025	12:12:05:84 odp.	2314.84	1.55024E-007	5.0161E-008	3.02848E-008	3.67831E-008	1.78752E-008	1.33573E-009	1.928E-007	
1413	26.11.2025	12:12:07:48 odp.	2316.48	1.55057E-007	5.01257E-008	3.02584E-008	3.67397E-008	1.78459E-008	1.32547E-009	1.931E-007	
1414	26.11.2025	12:12:09:12 odp.	2318.12	1.54972E-007	5.01086E-008	3.02191E-008	3.66818E-008	1.78214E-008	1.32901E-009	1.938E-007	
1415	26.11.2025	12:12:10:76 odp.	2319.76	1.55143E-007	5.00781E-008	3.01818E-008	3.66367E-008	1.78056E-008	1.32742E-009	1.921E-007	
1416	26.11.2025	12:12:12:40 odp.	2321.4	1.55191E-007	5.00513E-008	3.01599E-008	3.65977E-008	1.77696E-008	1.33121E-009	1.933E-007	
1417	26.11.2025	12:12:14:04 odp.	2323.04	1.55363E-007	5.00305E-008	3.0157E-008	3.65669E-008	1.77213E-008	1.33158E-009	1.921E-007	
1418	26.11.2025	12:12:15:68 odp.	2324.68	1.5536E-007	4.99976E-008	3.01235E-008	3.65111E-008	1.77238E-008	1.3262E-009	1.919E-007	
1419	26.11.2025	12:12:17:32 odp.	2326.32	1.55493E-007	4.99817E-008	3.00966E-008	3.64517E-008	1.77043E-008	1.32669E-009	1.926E-007	
1420	26.11.2025	12:12:18:96 odp.	2327.96	1.55399E-007	4.99634E-008	3.00792E-008	3.64468E-008	1.77141E-008	1.33426E-009	1.933E-007	
1421	26.11.2025	12:12:20:61 odp.	2329.61	1.55203E-007	4.99988E-008	3.0108E-008	3.64207E-008	1.77214E-008	1.32767E-009	1.926E-007	
1422	26.11.2025	12:12:22:25 odp.	2331.26	1.55228E-007	5.00305E-008	3.01137E-008	3.64574E-008	1.7708E-008	1.33585E-009	1.917E-007	
1423	26.11.2025	12:12:23:89 odp.	2332.9	1.55155E-007	5.00757E-008	3.01119E-008	3.64865E-008	1.7725E-008	1.34036E-009	1.914E-007	
1424	26.11.2025	12:12:25:53 odp.	2334.53	1.55119E-007	5.00403E-008	3.014E-008	3.64806E-008	1.77372E-008	1.3294E-009	1.919E-007	
1425	26.11.2025	12:12:27:17 odp.	2336.18	1.55155E-007	5.00964E-008	3.01179E-008	3.64672E-008	1.77421E-008	1.33109E-009	1.924E-007	
1426	26.11.2025	12:12:28:81 odp.	2337.81	1.5518E-007	5.01379E-008	3.01351E-008	3.64966E-008	1.77055E-008	1.33707E-009	1.921E-007	
1427	26.11.2025	12:12:30:45 odp.	2339.45	1.55261E-007	5.0166E-008	3.01387E-008	3.64934E-008	1.77141E-008	1.33158E-009	1.933E-007	
1428	26.11.2025	12:12:32:09 odp.	2341.09	1.55252E-007	5.01795E-008	3.01449E-008	3.64848E-008	1.77153E-008	1.33609E-009	1.924E-007	
1429	26.11.2025	12:12:33:73 odp.	2342.73	1.55402E-007	5.02014E-008	3.01587E-008	3.65139E-008	1.77372E-008	1.33499E-009	1.914E-007	
1430	26.11.2025	12:12:35:37 odp.	2344.38	1.55387E-007	5.02722E-008	3.01427E-008	3.64867E-008	1.77385E-008	1.33719E-009	1.921E-007	
1431	26.11.2025	12:12:37:01 odp.	2346.02	1.5542E-007	5.02637E-008	3.01749E-008	3.64751E-008	1.77575E-008	1.32401E-009	1.912E-007	
1432	26.11.2025	12:12:38:66 odp.	2347.67	1.55457E-007	5.02405E-008	3.01387E-008	3.64448E-008	1.77372E-008	1.33621E-009	1.9E-007	
1433	26.11.2025	12:12:40:31 odp.	2349.32	1.55372E-007	5.02429E-008	3.01526E-008	3.64661E-008	1.77189E-008	1.34159E-009	1.933E-007	
1434	26.11.2025	12:12:41:95 odp.	2350.96	1.55387E-007	5.02563E-008	3.01563E-008	3.64917E-008	1.77458E-008	1.33219E-009	1.914E-007	
1435	26.11.2025	12:12:43:60 odp.	2352.6	1.5546E-007	5.02148E-008	3.01575E-008	3.64609E-008	1.77299E-008	1.34757E-009	1.933E-007	
1436	26.11.2025	12:12:45:24 odp.	2354.25	1.55704E-007	5.03045E-008	3.01905E-008	3.65045E-008	1.77348E-008	1.3389E-009	1.921E-007	
1437	26.11.2025	12:12:46:88 odp.	2355.88	1.55546E-007	5.03455E-008	3.01987E-008	3.6525E-008	1.77519E-008	1.32926E-009	1.931E-007	
1438	26.11.2025	12:12:48:52 odp.	2357.53	1.55526E-007	5.0376E-008	3.02386E-008	3.65567E-008	1.78007E-008	1.33353E-009	1.928E-007	
1439	26.11.2025	12:12:50:16 odp.	2359.16	1.55497E-007	5.04372E-008	3.02487E-008	3.66009E-008	1.78166E-008	1.33548E-009	1.926E-007	
1440	26.11.2025	12:12:51:80 odp.	2360.8	1.55526E-007	5.05518E-008	3.03124E-008	3.6633E-008	1.78422E-008	1.34255E-009	1.912E-007	
1441	26.11.2025	12:12:53:44 odp.	2362.44	1.5546E-007	5.06385E-008	3.0352E-008	3.6675E-008	1.78373E-008	1.34622E-009	1.914E-007	
1442	26.11.2025	12:12:55:08 odp.	2364.08	1.55546E-007	5.07288E-008	3.03937E-008	3.67357E-008	1.78532E-008	1.3378E-009	1.928E-007	
1443	26.11.2025	12:12:56:72 odp.	2365.72	1.55582E-007	5.07617E-008	3.04196E-008	3.67733E-008	1.79069E-008	1.34073E-009	1.919E-007	
1444	26.11.2025	12:12:58:37 odp.	2367.37	1.55619E-007	5.08472E-008	3.04679E-008	3.68085E-008	1.79215E-008	1.34073E-009	1.94E-007	
1445	26.11.2025	12:13:00:01 odp.	2369.01	1.55643E-007	5.08716E-008	3.04906E-008	3.68075E-008	1.79106E-008	1.34098E-009	1.928E-007	
1446	26.11.2025	12:13:01:65 odp.	2370.65	1.56011E-007	5.09473E-008	3.05009E-008	3.68457E-008	1.79448E-008	1.34232E-009	1.931E-007	
1447	26.11.2025	12:13:03:29 odp.	2372.29	1.55985E-007	5.09522E-008	3.05207E-008	3.68371E-008	1.7957E-008	1.33744E-009	1.949E-007	
1448	26.11.2025	12:13:04:93 odp.	2373.93	1.56034E-007	5.09992E-008	3.05559E-008	3.68677E-008	1.79521E-008	1.34036E-009	1.928E-007	
1449	26.11.2025	12:13:06:57 odp.	2375.57	1.56133E-007	5.10414E-008	3.05626E-008	3.68652E-008	1.79481E-008	1.33206E-009	1.938E-007	
1450	26.11.2025	12:13:08:21 odp.	2377.21	1.56251E-007	5.10342E-008	3.05682E-008	3.68655E-008	1.79362E-008	1.3328E-009	1.933E-007	
1451	26.11.2025	12:13:09:85 odp.	2378.85	1.56315E-007	5.10595E-008	3.05996E-008	3.68662E-008	1.7968E-008	1.33878E-009	1.928E-007	
1452	26.11.2025	12:13:11:49 odp.	2380.49	1.56278E-007	5.10742E-008	3.06464E-008	3.69115E-008	1.79875E-008	1.32633E-009	1.926E-007	
1453	26.11.2025	12:13:13:13 odp.	2382.13	1.56376E-007	5.11316E-008	3.07042E-008	3.69835E-008	1.80351E-008	1.32779E-009	1.94E-007	
1454	26.11.2025	12:13:14:77 odp.	2383.78	1.56337E-007	5.12862E-008	3.07849E-008	3.70629E-008	1.80705E-008	1.32681E-009	1.931E-007	
1455	26.11.2025	12:13:16:41 odp.	2385.42	1.56205E-007	5.14246E-008	3.08621E-008	3.71465E-008	1.81022E-008	1.32242E-009	1.935E-007	
1456	26.11.2025	12:13:18:05 odp.	2387.05	1.56073E-007	5.14671E-008	3.08959E-008	3.7148E-008	1.80916E-008	1.31412E-009	1.94E-007	
1457	26.11.2025	12:13:19:69 odp.	2388.7	1.56097E-007	5.14771E-008	3.09395E-008	3.71744E-008	1.81254E-008	1.31095E-009	1.931E-007	
1458	26.11.2025	12:13:21:33 odp.	2390.33	1.56077E-007	5.15393E-008	3.09881E-008	3.72059E-008	1.81694E-008	1.31107E-009	1.931E-007	
1459	26.11.2025	12:13:22:97 odp.	2391.98	1.5601E-007	5.16492E-008	3.10651E-008	3.72597E-008	1.81767E-008	1.30914E-009	1.94E-007	
1460	26.11.2025	12:13:24:61 odp.	2393.62	1.55912E-007	5.17212E-008	3.11196E-008	3.73171E-008	1.81914E-008	1.3089E-009	1.935E-007	
1461	26.11.2025	12:13:26:25 odp.	2395.26	1.55843E-007	5.17249E-008	3.11625E-008	3.73122E-008	1.81962E-008	1.30716E-009	1.938E-007	
1462	26.11.2025	12:13:27:89 odp.	2396.9	1.55736E-007	5.18189E-008	3.12224E-008	3.73758E-008	1.82097E-008	1.30765E-009	1.935E-007	
1463	26.11.2025	12:13:29:53 odp.	2398.53	1.55729E-007	5.18897E-008	3.13079E-008	3.74212E-008	1.82797E-008	1.30854E-009	1.931E-007	
1464	26.11.2025	12:13:31:17 odp.	2400.18	1.5568E-007	5.19761E-008	3.13511E-008	3.74377E-008	1.82652E-008	1.29984E-009	1.949E-007	
1465	26.11.2025	12:13:32:81 odp.	2401.82	1.55888E-007	5.19654E-008	3.13876E-008	3.74424E-008	1.82756E-008	1.29382E-009	1.961E-007	
1466	26.11.2025	12:13:34:45 odp.	2403.45	1.55912E-007	5.19642E-008	3.13984E-008	3.74217E-008	1.8289E-008	1.2963E-009	1.942E-007	
1467	26.11.2025	12:13:36:09 odp.	2405.09	1.55863E-007	5.19227E-008	3.14083E-008	3.7394E-008	1.82592E-008	1.29407E-009	1.94E-007	
1468	26.11.2025	12:13:37:73 odp.	2406.73	1.55863E-007	5.19605E-008	3.14329E-008	3.73472E-008	1.8273E-008	1.30045E-009	1.949E-007	
1469	26.11.2025	12:13:39:37 odp.	2408.37	1.55753E-007	5.1897E-008	3.14428E-008	3.73523E-008	1.82524E-008	1.29508E-009	1.933E-007	
1470	26.11.2025	12:13:41:01 odp.	2410.01	1.55961E-007	5.19593E-008	3.14878E-008	3.73911E-008	1.82821E-008	1.29792E-009	1.933E-007	
1471	26.11.2025	12:13:42:65 odp.	2411.65	1.55839E-007	5.2013E-008	3.1556E-008	3.74313E-008	1.8299E-008	1.3002E-009	1.949E-007	
1472	26.11.2025	12:13:44:29 odp.	2413.3	1.55839E-007	5.20752E-008	3.15987E-008	3.7432E-008	1.83012E-008	1.29544E-009	1.954E-007	
1473	26.11.2025	12:13:45:93 odp.	2414.93	1.55863E-007	5.21461E-008	3.16403E-008	3.7436E-008	1.83049E-008	1.29068E-009	1.945E-007	
1474	26.11.2025	12:13:47:57 odp.	2416.58	1.55741E-007	5.21058E-008	3.16849E-008	3.74392E-008	1.82866E-008	1.29434E-009	1.964E-007	
1475	26.11.2025	12:13:49:21 odp.	2418.22	1.55485E-007	5.21387E-008	3.16943E-008	3.7452E-008	1.83E-008	1.28531E-009	1.938E-007	
