Sourcefile	20130524 151844 Tomas CO2+ethylene_faraday.qmp													
Exporttime	24.5.2013 17:40:45													
														
Start Time	24.5.2013 15:18:55,606													
End Time  	24.5.2013 17:40:45,656													
														
		14			26			32			40			44
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
24.5.2013 16:17:51	3536,379	1,673608E-011	24.5.2013 16:17:52	3536,922	8,390236E-013	24.5.2013 16:17:53	3537,462	1,571493E-010	24.5.2013 16:17:53	3538,002	1,441125E-011	24.5.2013 16:17:54	3538,541	3,374552E-011
24.5.2013 16:17:54	3539,08	1,671997E-011	24.5.2013 16:17:55	3539,618	8,416528E-013	24.5.2013 16:17:55	3540,16	1,571411E-010	24.5.2013 16:17:56	3540,699	1,444393E-011	24.5.2013 16:17:56	3541,239	3,373845E-011
24.5.2013 16:17:57	3541,777	1,675693E-011	24.5.2013 16:17:57	3542,318	8,412062E-013	24.5.2013 16:17:58	3542,856	1,572619E-010	24.5.2013 16:17:59	3543,396	1,444989E-011	24.5.2013 16:17:59	3543,937	3,371609E-011
24.5.2013 16:18:00	3544,477	1,672274E-011	24.5.2013 16:18:00	3545,015	8,394849E-013	24.5.2013 16:18:01	3545,553	1,571227E-010	24.5.2013 16:18:01	3546,094	1,4428E-011	24.5.2013 16:18:02	3546,635	3,369856E-011
24.5.2013 16:18:02	3547,175	1,67522E-011	24.5.2013 16:18:03	3547,714	8,420498E-013	24.5.2013 16:18:03	3548,253	1,572384E-010	24.5.2013 16:18:04	3548,791	1,443075E-011	24.5.2013 16:18:04	3549,332	3,367169E-011
24.5.2013 16:18:05	3549,872	1,673226E-011	24.5.2013 16:18:06	3550,412	8,388629E-013	24.5.2013 16:18:06	3550,953	1,571432E-010	24.5.2013 16:18:07	3551,491	1,443469E-011	24.5.2013 16:18:07	3552,031	3,365305E-011
24.5.2013 16:18:08	3552,568	1,676704E-011	24.5.2013 16:18:08	3553,11	8,407099E-013	24.5.2013 16:18:09	3553,648	1,573349E-010	24.5.2013 16:18:09	3554,188	1,445416E-011	24.5.2013 16:18:10	3554,726	3,365473E-011
24.5.2013 16:18:10	3555,267	1,674215E-011	24.5.2013 16:18:11	3555,807	8,407281E-013	24.5.2013 16:18:11	3556,346	1,571499E-010	24.5.2013 16:18:12	3556,884	1,443963E-011	24.5.2013 16:18:13	3557,423	3,362907E-011
24.5.2013 16:18:13	3557,964	1,675263E-011	24.5.2013 16:18:14	3558,505	8,408712E-013	24.5.2013 16:18:14	3559,046	1,572662E-010	24.5.2013 16:18:15	3559,583	1,44541E-011	24.5.2013 16:18:15	3560,124	3,359779E-011
24.5.2013 16:18:16	3560,662	1,674676E-011	24.5.2013 16:18:16	3561,202	8,407115E-013	24.5.2013 16:18:17	3561,738	1,572415E-010	24.5.2013 16:18:17	3562,279	1,445349E-011	24.5.2013 16:18:18	3562,819	3,359095E-011
24.5.2013 16:18:18	3563,359	1,675085E-011	24.5.2013 16:18:19	3563,9	8,36338E-013	24.5.2013 16:18:20	3564,438	1,574411E-010	24.5.2013 16:18:20	3564,979	1,44399E-011	24.5.2013 16:18:21	3565,517	3,358951E-011
24.5.2013 16:18:21	3566,058	1,675381E-011	24.5.2013 16:18:22	3566,598	8,43299E-013	24.5.2013 16:18:22	3567,138	1,572455E-010	24.5.2013 16:18:23	3567,677	1,445828E-011	24.5.2013 16:18:23	3568,216	3,355105E-011
24.5.2013 16:18:24	3568,754	1,673804E-011	24.5.2013 16:18:24	3569,295	8,386494E-013	24.5.2013 16:18:25	3569,836	1,572376E-010	24.5.2013 16:18:25	3570,376	1,444647E-011	24.5.2013 16:18:26	3570,916	3,351915E-011
24.5.2013 16:18:27	3571,455	1,673846E-011	24.5.2013 16:18:27	3571,996	8,399528E-013	24.5.2013 16:18:28	3572,534	1,571401E-010	24.5.2013 16:18:28	3573,076	1,444268E-011	24.5.2013 16:18:29	3573,614	3,350292E-011
24.5.2013 16:18:29	3574,154	1,672577E-011	24.5.2013 16:18:30	3574,693	8,403894E-013	24.5.2013 16:18:30	3575,233	1,57188E-010	24.5.2013 16:18:31	3575,773	1,444585E-011	24.5.2013 16:18:31	3576,313	3,353885E-011
24.5.2013 16:18:32	3576,854	1,673707E-011	24.5.2013 16:18:33	3577,394	8,414022E-013	24.5.2013 16:18:33	3577,933	1,571472E-010	24.5.2013 16:18:34	3578,471	1,445242E-011	24.5.2013 16:18:34	3579,011	3,355476E-011
24.5.2013 16:18:35	3579,551	1,672344E-011	24.5.2013 16:18:35	3580,092	8,408675E-013	24.5.2013 16:18:36	3580,631	1,57135E-010	24.5.2013 16:18:36	3581,171	1,445178E-011	24.5.2013 16:18:37	3581,709	3,359479E-011
24.5.2013 16:18:37	3582,25	1,673861E-011	24.5.2013 16:18:38	3582,791	8,405463E-013	24.5.2013 16:18:38	3583,329	1,572995E-010	24.5.2013 16:18:39	3583,868	1,44523E-011	24.5.2013 16:18:40	3584,405	3,3649E-011
24.5.2013 16:18:40	3584,945	1,672609E-011	24.5.2013 16:18:41	3585,485	8,425623E-013	24.5.2013 16:18:41	3586,026	1,57152E-010	24.5.2013 16:18:42	3586,565	1,443486E-011	24.5.2013 16:18:42	3587,106	3,36615E-011
24.5.2013 16:18:43	3587,644	1,67384E-011	24.5.2013 16:18:43	3588,186	8,406715E-013	24.5.2013 16:18:44	3588,723	1,572546E-010	24.5.2013 16:18:44	3589,263	1,458017E-011	24.5.2013 16:18:45	3589,803	3,34775E-011
24.5.2013 16:18:45	3590,34	1,663845E-011	24.5.2013 16:18:46	3590,882	8,396814E-013	24.5.2013 16:18:47	3591,42	1,569788E-010	24.5.2013 16:18:47	3591,96	1,440395E-011	24.5.2013 16:18:48	3592,498	3,367139E-011
24.5.2013 16:18:48	3593,038	1,671121E-011	24.5.2013 16:18:49	3593,578	8,404151E-013	24.5.2013 16:18:49	3594,118	1,571033E-010	24.5.2013 16:18:50	3594,656	1,444186E-011	24.5.2013 16:18:50	3595,197	3,366259E-011
24.5.2013 16:18:51	3595,737	1,670059E-011	24.5.2013 16:18:51	3596,279	8,385129E-013	24.5.2013 16:18:52	3596,818	1,569732E-010	24.5.2013 16:18:52	3597,355	1,442147E-011	24.5.2013 16:18:53	3597,896	3,367448E-011
24.5.2013 16:18:54	3598,436	1,671972E-011	24.5.2013 16:18:54	3598,975	8,391686E-013	24.5.2013 16:18:55	3599,513	1,571271E-010	24.5.2013 16:18:55	3600,054	1,443222E-011	24.5.2013 16:18:56	3600,594	3,365563E-011
24.5.2013 16:18:56	3601,133	1,670344E-011	24.5.2013 16:18:57	3601,673	8,402598E-013	24.5.2013 16:18:57	3602,213	1,569457E-010	24.5.2013 16:18:58	3602,752	1,441729E-011	24.5.2013 16:18:58	3603,291	3,364763E-011
24.5.2013 16:18:59	3603,832	1,670825E-011	24.5.2013 16:18:59	3604,37	8,409087E-013	24.5.2013 16:19:00	3604,911	1,57135E-010	24.5.2013 16:19:01	3605,448	1,44422E-011	24.5.2013 16:19:01	3605,987	3,365064E-011
24.5.2013 16:19:02	3606,526	1,671213E-011	24.5.2013 16:19:02	3607,069	8,416304E-013	24.5.2013 16:19:03	3607,607	1,570794E-010	24.5.2013 16:19:03	3608,149	1,441683E-011	24.5.2013 16:19:04	3608,687	3,364128E-011
24.5.2013 16:19:04	3609,229	1,671312E-011	24.5.2013 16:19:05	3609,77	8,410429E-013	24.5.2013 16:19:05	3610,31	1,57189E-010	24.5.2013 16:19:06	3610,85	1,443951E-011	24.5.2013 16:19:06	3611,389	3,36295E-011
24.5.2013 16:19:07	3611,93	1,670592E-011	24.5.2013 16:19:08	3612,47	8,413342E-013	24.5.2013 16:19:08	3613,011	1,569997E-010	24.5.2013 16:19:09	3613,549	1,44276E-011	24.5.2013 16:19:09	3614,09	3,361039E-011
24.5.2013 16:19:10	3614,629	1,669325E-011	24.5.2013 16:19:10	3615,17	8,377046E-013	24.5.2013 16:19:11	3615,71	1,571182E-010	24.5.2013 16:19:11	3616,249	1,441994E-011	24.5.2013 16:19:12	3616,791	3,359066E-011
24.5.2013 16:19:12	3617,331	1,671194E-011	24.5.2013 16:19:13	3617,873	8,460658E-013	24.5.2013 16:19:14	3618,411	1,570059E-010	24.5.2013 16:19:14	3618,949	1,442614E-011	24.5.2013 16:19:15	3619,488	3,358197E-011
24.5.2013 16:19:15	3620,029	1,668436E-011	24.5.2013 16:19:16	3620,569	8,38776E-013	24.5.2013 16:19:16	3621,109	1,570192E-010	24.5.2013 16:19:17	3621,646	1,442892E-011	24.5.2013 16:19:17	3622,186	3,356487E-011
24.5.2013 16:19:18	3622,726	1,671905E-011	24.5.2013 16:19:18	3623,266	8,389208E-013	24.5.2013 16:19:19	3623,804	1,569784E-010	24.5.2013 16:19:19	3624,342	1,44299E-011	24.5.2013 16:19:20	3624,882	3,354976E-011
24.5.2013 16:19:21	3625,421	1,668206E-011	24.5.2013 16:19:21	3625,96	8,415919E-013	24.5.2013 16:19:22	3626,499	1,569693E-010	24.5.2013 16:19:22	3627,039	1,440321E-011	24.5.2013 16:19:23	3627,577	3,355402E-011
24.5.2013 16:19:23	3628,117	1,671151E-011	24.5.2013 16:19:24	3628,658	8,444701E-013	24.5.2013 16:19:24	3629,197	1,571796E-010	24.5.2013 16:19:25	3629,738	1,443612E-011	24.5.2013 16:19:25	3630,277	3,359309E-011
24.5.2013 16:19:26	3630,817	1,669848E-011	24.5.2013 16:19:26	3631,357	8,401539E-013	24.5.2013 16:19:27	3631,898	1,571059E-010	24.5.2013 16:19:28	3632,435	1,443157E-011	24.5.2013 16:19:28	3632,975	3,36039E-011
24.5.2013 16:19:29	3633,514	1,672891E-011	24.5.2013 16:19:29	3634,056	8,445622E-013	24.5.2013 16:19:30	3634,593	1,572589E-010	24.5.2013 16:19:30	3635,132	1,443975E-011	24.5.2013 16:19:31	3635,672	3,360948E-011
24.5.2013 16:19:31	3636,211	1,670516E-011	24.5.2013 16:19:32	3636,753	8,417597E-013	24.5.2013 16:19:32	3637,292	1,571066E-010	24.5.2013 16:19:33	3637,832	1,443077E-011	24.5.2013 16:19:33	3638,37	3,363235E-011
24.5.2013 16:19:34	3638,91	1,672234E-011	24.5.2013 16:19:35	3639,449	8,431977E-013	24.5.2013 16:19:35	3639,989	1,572216E-010	24.5.2013 16:19:36	3640,527	1,444997E-011	24.5.2013 16:19:36	3641,067	3,363771E-011
24.5.2013 16:19:37	3641,605	1,671282E-011	24.5.2013 16:19:37	3642,146	8,386296E-013	24.5.2013 16:19:38	3642,684	1,570418E-010	24.5.2013 16:19:38	3643,222	1,442364E-011	24.5.2013 16:19:39	3643,763	3,365407E-011
24.5.2013 16:19:39	3644,3	1,672008E-011	24.5.2013 16:19:40	3644,841	8,430687E-013	24.5.2013 16:19:40	3645,38	1,572568E-010	24.5.2013 16:19:41	3645,92	1,443599E-011	24.5.2013 16:19:42	3646,458	3,368981E-011
24.5.2013 16:19:42	3646,998	1,670791E-011	24.5.2013 16:19:43	3647,538	8,405397E-013	24.5.2013 16:19:43	3648,078	1,570571E-010	24.5.2013 16:19:44	3648,616	1,443481E-011	24.5.2013 16:19:44	3649,155	3,370536E-011
24.5.2013 16:19:45	3649,695	1,669719E-011	24.5.2013 16:19:45	3650,235	8,395391E-013	24.5.2013 16:19:46	3650,775	1,571285E-010	24.5.2013 16:19:46	3651,315	1,444137E-011	24.5.2013 16:19:47	3651,855	3,372212E-011
24.5.2013 16:19:48	3652,394	1,671168E-011	24.5.2013 16:19:48	3652,934	8,435239E-013	24.5.2013 16:19:49	3653,473	1,570978E-010	24.5.2013 16:19:49	3654,012	1,443563E-011	24.5.2013 16:19:50	3654,551	3,369816E-011
24.5.2013 16:19:50	3655,092	1,668519E-011	24.5.2013 16:19:51	3655,633	8,405622E-013	24.5.2013 16:19:51	3656,173	1,570562E-010	24.5.2013 16:19:52	3656,712	1,44342E-011	24.5.2013 16:19:52	3657,25	3,371618E-011
24.5.2013 16:19:53	3657,79	1,670938E-011	24.5.2013 16:19:53	3658,328	8,386842E-013	24.5.2013 16:19:54	3658,869	1,570373E-010	24.5.2013 16:19:55	3659,408	1,442424E-011	24.5.2013 16:19:55	3659,947	3,336384E-011
24.5.2013 16:19:56	3660,486	1,63961E-011	24.5.2013 16:19:56	3661,027	8,449426E-013	24.5.2013 16:19:57	3661,566	1,568664E-010	24.5.2013 16:19:57	3662,107	1,44204E-011	24.5.2013 16:19:58	3662,646	3,367363E-011
24.5.2013 16:19:58	3663,186	1,667791E-011	24.5.2013 16:19:59	3663,728	8,403846E-013	24.5.2013 16:19:59	3664,265	1,569823E-010	24.5.2013 16:20:00	3664,805	1,442739E-011	24.5.2013 16:20:00	3665,344	3,365767E-011
24.5.2013 16:20:01	3665,884	1,666776E-011	24.5.2013 16:20:02	3666,423	8,39611E-013	24.5.2013 16:20:02	3666,962	1,568713E-010	24.5.2013 16:20:03	3667,5	1,442535E-011	24.5.2013 16:20:03	3668,041	3,366247E-011
24.5.2013 16:20:04	3668,58	1,669727E-011	24.5.2013 16:20:04	3669,12	8,396013E-013	24.5.2013 16:20:05	3669,66	1,57073E-010	24.5.2013 16:20:05	3670,198	1,443465E-011	24.5.2013 16:20:06	3670,738	3,365028E-011
24.5.2013 16:20:06	3671,276	1,667543E-011	24.5.2013 16:20:07	3671,817	8,399806E-013	24.5.2013 16:20:07	3672,355	1,569756E-010	24.5.2013 16:20:08	3672,895	1,442092E-011	24.5.2013 16:20:09	3673,433	3,365252E-011
24.5.2013 16:20:09	3673,973	1,6692E-011	24.5.2013 16:20:10	3674,512	8,439016E-013	24.5.2013 16:20:10	3675,053	1,571222E-010	24.5.2013 16:20:11	3675,592	1,443539E-011	24.5.2013 16:20:11	3676,131	3,362381E-011
24.5.2013 16:20:12	3676,671	1,668126E-011	24.5.2013 16:20:12	3677,209	8,405451E-013	24.5.2013 16:20:13	3677,75	1,569588E-010	24.5.2013 16:20:13	3678,288	1,442626E-011	24.5.2013 16:20:14	3678,827	3,361286E-011
24.5.2013 16:20:14	3679,366	1,669745E-011	24.5.2013 16:20:15	3679,908	8,410483E-013	24.5.2013 16:20:16	3680,447	1,571499E-010	24.5.2013 16:20:16	3680,988	1,443059E-011	24.5.2013 16:20:17	3681,526	3,361321E-011
24.5.2013 16:20:17	3682,067	1,668255E-011	24.5.2013 16:20:18	3682,606	8,424453E-013	24.5.2013 16:20:18	3683,145	1,569927E-010	24.5.2013 16:20:19	3683,685	1,439922E-011	24.5.2013 16:20:19	3684,223	3,359463E-011
24.5.2013 16:20:20	3684,764	1,668565E-011	24.5.2013 16:20:20	3685,303	8,409616E-013	24.5.2013 16:20:21	3685,842	1,57117E-010	24.5.2013 16:20:21	3686,381	1,443251E-011	24.5.2013 16:20:22	3686,922	3,35664E-011
24.5.2013 16:20:23	3687,46	1,668334E-011	24.5.2013 16:20:23	3688	8,423852E-013	24.5.2013 16:20:24	3688,539	1,569995E-010	24.5.2013 16:20:24	3689,08	1,443365E-011	24.5.2013 16:20:25	3689,619	3,357137E-011
24.5.2013 16:20:25	3690,159	1,668136E-011	24.5.2013 16:20:26	3690,7	8,475018E-013	24.5.2013 16:20:26	3691,24	1,571646E-010	24.5.2013 16:20:27	3691,779	1,442629E-011	24.5.2013 16:20:27	3692,318	3,359974E-011
24.5.2013 16:20:28	3692,858	1,669668E-011	24.5.2013 16:20:29	3693,397	8,397504E-013	24.5.2013 16:20:29	3693,94	1,570583E-010	24.5.2013 16:20:30	3694,477	1,443661E-011	24.5.2013 16:20:30	3695,017	3,36006E-011
24.5.2013 16:20:31	3695,557	1,667175E-011	24.5.2013 16:20:31	3696,098	8,418979E-013	24.5.2013 16:20:32	3696,638	1,571499E-010	24.5.2013 16:20:32	3697,176	1,442712E-011	24.5.2013 16:20:33	3697,717	3,363277E-011
24.5.2013 16:20:33	3698,254	1,671115E-011	24.5.2013 16:20:34	3698,796	8,424221E-013	24.5.2013 16:20:34	3699,335	1,572232E-010	24.5.2013 16:20:35	3699,875	1,443667E-011	24.5.2013 16:20:36	3700,413	3,367156E-011
24.5.2013 16:20:36	3700,953	1,66794E-011	24.5.2013 16:20:37	3701,493	8,446869E-013	24.5.2013 16:20:37	3702,033	1,571398E-010	24.5.2013 16:20:38	3702,571	1,444704E-011	24.5.2013 16:20:38	3703,11	3,370051E-011
24.5.2013 16:20:39	3703,651	1,671338E-011	24.5.2013 16:20:39	3704,19	8,409557E-013	24.5.2013 16:20:40	3704,728	1,571776E-010	24.5.2013 16:20:40	3705,267	1,442785E-011	24.5.2013 16:20:41	3705,807	3,371166E-011
24.5.2013 16:20:41	3706,345	1,669369E-011	24.5.2013 16:20:42	3706,888	8,418789E-013	24.5.2013 16:20:43	3707,426	1,571399E-010	24.5.2013 16:20:43	3707,966	1,442577E-011	24.5.2013 16:20:44	3708,504	3,374374E-011
24.5.2013 16:20:44	3709,043	1,671736E-011	24.5.2013 16:20:45	3709,584	8,417545E-013	24.5.2013 16:20:45	3710,123	1,572159E-010	24.5.2013 16:20:46	3710,663	1,444289E-011	24.5.2013 16:20:46	3711,2	3,374997E-011
24.5.2013 16:20:47	3711,74	1,668016E-011	24.5.2013 16:20:47	3712,279	8,39017E-013	24.5.2013 16:20:48	3712,819	1,570373E-010	24.5.2013 16:20:48	3713,357	1,44255E-011	24.5.2013 16:20:49	3713,897	3,374573E-011
24.5.2013 16:20:50	3714,436	1,670797E-011	24.5.2013 16:20:50	3714,976	8,426666E-013	24.5.2013 16:20:51	3715,516	1,571794E-010	24.5.2013 16:20:51	3716,057	1,443075E-011	24.5.2013 16:20:52	3716,597	3,374338E-011
24.5.2013 16:20:52	3717,136	1,668682E-011	24.5.2013 16:20:53	3717,677	8,421871E-013	24.5.2013 16:20:53	3718,216	1,570084E-010	24.5.2013 16:20:54	3718,756	1,440923E-011	24.5.2013 16:20:54	3719,294	3,37443E-011
24.5.2013 16:20:55	3719,836	1,668947E-011	24.5.2013 16:20:55	3720,376	8,425638E-013	24.5.2013 16:20:56	3720,915	1,571036E-010	24.5.2013 16:20:57	3721,453	1,443657E-011	24.5.2013 16:20:57	3721,994	3,372414E-011
24.5.2013 16:20:58	3722,534	1,668988E-011	24.5.2013 16:20:58	3723,075	8,456009E-013	24.5.2013 16:20:59	3723,615	1,569202E-010	24.5.2013 16:20:59	3724,154	1,440969E-011	24.5.2013 16:21:00	3724,693	3,370848E-011
24.5.2013 16:21:00	3725,232	1,66777E-011	24.5.2013 16:21:01	3725,774	8,433177E-013	24.5.2013 16:21:01	3726,313	1,571063E-010	24.5.2013 16:21:02	3726,855	1,444683E-011	24.5.2013 16:21:03	3727,394	3,371463E-011
24.5.2013 16:21:03	3727,933	1,668459E-011	24.5.2013 16:21:04	3728,474	8,485922E-013	24.5.2013 16:21:04	3729,015	1,569491E-010	24.5.2013 16:21:05	3729,552	1,440734E-011	24.5.2013 16:21:05	3730,092	3,3694E-011
24.5.2013 16:21:06	3730,632	1,667803E-011	24.5.2013 16:21:06	3731,171	8,439042E-013	24.5.2013 16:21:07	3731,711	1,627744E-010	24.5.2013 16:21:07	3732,249	1,439699E-011	24.5.2013 16:21:08	3732,79	3,363137E-011
24.5.2013 16:21:08	3733,328	1,66538E-011	24.5.2013 16:21:09	3733,869	8,43836E-013	24.5.2013 16:21:10	3734,408	1,568881E-010	24.5.2013 16:21:10	3734,948	1,440893E-011	24.5.2013 16:21:11	3735,486	3,366311E-011
24.5.2013 16:21:11	3736,027	1,664147E-011	24.5.2013 16:21:12	3736,567	8,459445E-013	24.5.2013 16:21:12	3737,105	1,569747E-010	24.5.2013 16:21:13	3737,645	1,441829E-011	24.5.2013 16:21:13	3738,183	3,367786E-011
24.5.2013 16:21:14	3738,723	1,668365E-011	24.5.2013 16:21:14	3739,264	8,414605E-013	24.5.2013 16:21:15	3739,804	1,569964E-010	24.5.2013 16:21:15	3740,343	1,442617E-011	24.5.2013 16:21:16	3740,883	3,366333E-011
24.5.2013 16:21:17	3741,422	1,666162E-011	24.5.2013 16:21:17	3741,963	8,418537E-013	24.5.2013 16:21:18	3742,503	1,569411E-010	24.5.2013 16:21:18	3743,042	1,441353E-011	24.5.2013 16:21:19	3743,581	3,366588E-011
24.5.2013 16:21:19	3744,12	1,669298E-011	24.5.2013 16:21:20	3744,661	8,47448E-013	24.5.2013 16:21:20	3745,199	1,570694E-010	24.5.2013 16:21:21	3745,739	1,442561E-011	24.5.2013 16:21:21	3746,277	3,36651E-011
24.5.2013 16:21:22	3746,816	1,666429E-011	24.5.2013 16:21:22	3747,355	8,418798E-013	24.5.2013 16:21:23	3747,897	1,569247E-010	24.5.2013 16:21:24	3748,435	1,440828E-011	24.5.2013 16:21:24	3748,975	3,366798E-011
24.5.2013 16:21:25	3749,513	1,669668E-011	24.5.2013 16:21:25	3750,054	8,367266E-013	24.5.2013 16:21:26	3750,594	1,570452E-010	24.5.2013 16:21:26	3751,132	1,441198E-011	24.5.2013 16:21:27	3751,672	3,364664E-011
24.5.2013 16:21:27	3752,21	1,666646E-011	24.5.2013 16:21:28	3752,751	8,428311E-013	24.5.2013 16:21:28	3753,29	1,569228E-010	24.5.2013 16:21:29	3753,832	1,441668E-011	24.5.2013 16:21:29	3754,37	3,365726E-011
24.5.2013 16:21:30	3754,913	1,668727E-011	24.5.2013 16:21:31	3755,452	8,430668E-013	24.5.2013 16:21:31	3755,993	1,569588E-010	24.5.2013 16:21:32	3756,534	1,443041E-011	24.5.2013 16:21:32	3757,075	3,365221E-011
24.5.2013 16:21:33	3757,616	1,668343E-011	24.5.2013 16:21:33	3758,155	8,479356E-013	24.5.2013 16:21:34	3758,694	1,569112E-010	24.5.2013 16:21:34	3759,232	1,441042E-011	24.5.2013 16:21:35	3759,772	3,365057E-011
24.5.2013 16:21:35	3760,311	1,668355E-011	24.5.2013 16:21:36	3760,852	8,44427E-013	24.5.2013 16:21:36	3761,39	1,570999E-010	24.5.2013 16:21:37	3761,931	1,442403E-011	24.5.2013 16:21:38	3762,47	3,363929E-011
24.5.2013 16:21:38	3763,01	1,666953E-011	24.5.2013 16:21:39	3763,551	8,447029E-013	24.5.2013 16:21:39	3764,09	1,5699E-010	24.5.2013 16:21:40	3764,63	1,441491E-011	24.5.2013 16:21:40	3765,169	3,364787E-011
24.5.2013 16:21:41	3765,71	1,666747E-011	24.5.2013 16:21:41	3766,249	8,406596E-013	24.5.2013 16:21:42	3766,789	1,570394E-010	24.5.2013 16:21:42	3767,327	1,442958E-011	24.5.2013 16:21:43	3767,867	3,364059E-011
24.5.2013 16:21:44	3768,405	1,668047E-011	24.5.2013 16:21:44	3768,946	8,46359E-013	24.5.2013 16:21:45	3769,485	1,56958E-010	24.5.2013 16:21:45	3770,024	1,441317E-011	24.5.2013 16:21:46	3770,564	3,363588E-011
24.5.2013 16:21:46	3771,104	1,666678E-011	24.5.2013 16:21:47	3771,645	8,457452E-013	24.5.2013 16:21:47	3772,184	1,570312E-010	24.5.2013 16:21:48	3772,725	1,443218E-011	24.5.2013 16:21:48	3773,264	3,363779E-011
24.5.2013 16:21:49	3773,804	1,667727E-011	24.5.2013 16:21:49	3774,343	8,433566E-013	24.5.2013 16:21:50	3774,883	1,570935E-010	24.5.2013 16:21:51	3775,423	1,444265E-011	24.5.2013 16:21:51	3775,964	3,364143E-011
24.5.2013 16:21:52	3776,503	1,666283E-011	24.5.2013 16:21:52	3777,042	8,384358E-013	24.5.2013 16:21:53	3777,583	1,569723E-010	24.5.2013 16:21:53	3778,121	1,442662E-011	24.5.2013 16:21:54	3778,661	3,363106E-011
24.5.2013 16:21:54	3779,2	1,668521E-011	24.5.2013 16:21:55	3779,741	8,387143E-013	24.5.2013 16:21:55	3780,279	1,570385E-010	24.5.2013 16:21:56	3780,819	1,442853E-011	24.5.2013 16:21:56	3781,358	3,363279E-011
24.5.2013 16:21:57	3781,897	1,666002E-011	24.5.2013 16:21:58	3782,436	8,408448E-013	24.5.2013 16:21:58	3782,976	1,569299E-010	24.5.2013 16:21:59	3783,517	1,442974E-011	24.5.2013 16:21:59	3784,056	3,363744E-011
24.5.2013 16:22:00	3784,597	1,667879E-011	24.5.2013 16:22:00	3785,135	8,471076E-013	24.5.2013 16:22:01	3785,676	1,570663E-010	24.5.2013 16:22:01	3786,214	1,443072E-011	24.5.2013 16:22:02	3786,754	3,362772E-011
24.5.2013 16:22:02	3787,293	1,666591E-011	24.5.2013 16:22:03	3787,834	8,428067E-013	24.5.2013 16:22:03	3788,373	1,569256E-010	24.5.2013 16:22:04	3788,913	1,442529E-011	24.5.2013 16:22:05	3789,454	3,36309E-011
24.5.2013 16:22:05	3789,992	1,667667E-011	24.5.2013 16:22:06	3790,533	8,45168E-013	24.5.2013 16:22:06	3791,071	1,570675E-010	24.5.2013 16:22:07	3791,61	1,441796E-011	24.5.2013 16:22:07	3792,149	3,362462E-011
24.5.2013 16:22:08	3792,688	1,666472E-011	24.5.2013 16:22:08	3793,228	8,400427E-013	24.5.2013 16:22:09	3793,769	1,568489E-010	24.5.2013 16:22:09	3794,307	1,442318E-011	24.5.2013 16:22:10	3794,845	3,362867E-011
24.5.2013 16:22:10	3795,383	1,667355E-011	24.5.2013 16:22:11	3795,925	8,477527E-013	24.5.2013 16:22:12	3796,464	1,570123E-010	24.5.2013 16:22:12	3797,004	1,442104E-011	24.5.2013 16:22:13	3797,544	3,362207E-011
24.5.2013 16:22:13	3798,081	1,666829E-011	24.5.2013 16:22:14	3798,622	8,472812E-013	24.5.2013 16:22:14	3799,158	1,569305E-010	24.5.2013 16:22:15	3799,698	1,441454E-011	24.5.2013 16:22:15	3800,237	3,362655E-011
24.5.2013 16:22:16	3800,777	1,665865E-011	24.5.2013 16:22:16	3801,315	8,419461E-013	24.5.2013 16:22:17	3801,855	1,570657E-010	24.5.2013 16:22:18	3802,395	1,443462E-011	24.5.2013 16:22:18	3802,936	3,33369E-011
24.5.2013 16:22:19	3803,476	1,637457E-011	24.5.2013 16:22:19	3804,017	8,475707E-013	24.5.2013 16:22:20	3804,558	1,568072E-010	24.5.2013 16:22:20	3805,095	1,440166E-011	24.5.2013 16:22:21	3805,635	3,359369E-011
24.5.2013 16:22:21	3806,175	1,663686E-011	24.5.2013 16:22:22	3806,715	8,434374E-013	24.5.2013 16:22:22	3807,254	1,569958E-010	24.5.2013 16:22:23	3807,796	1,443331E-011	24.5.2013 16:22:23	3808,336	3,362844E-011
24.5.2013 16:22:24	3808,878	1,666582E-011	24.5.2013 16:22:25	3809,418	8,448541E-013	24.5.2013 16:22:25	3809,958	1,569592E-010	24.5.2013 16:22:26	3810,497	1,440597E-011	24.5.2013 16:22:26	3811,035	3,361248E-011
24.5.2013 16:22:27	3811,576	1,66386E-011	24.5.2013 16:22:27	3812,116	8,437355E-013	24.5.2013 16:22:28	3812,657	1,569741E-010	24.5.2013 16:22:28	3813,196	1,441368E-011	24.5.2013 16:22:29	3813,735	3,361481E-011
24.5.2013 16:22:29	3814,273	1,666906E-011	24.5.2013 16:22:30	3814,814	8,439738E-013	24.5.2013 16:22:30	3815,354	1,569683E-010	24.5.2013 16:22:31	3815,894	1,441359E-011	24.5.2013 16:22:32	3816,435	3,361507E-011
24.5.2013 16:22:32	3816,974	1,664202E-011	24.5.2013 16:22:33	3817,514	8,446566E-013	24.5.2013 16:22:33	3818,053	1,569909E-010	24.5.2013 16:22:34	3818,593	1,442123E-011	24.5.2013 16:22:34	3819,132	3,361953E-011
24.5.2013 16:22:35	3819,673	1,666826E-011	24.5.2013 16:22:35	3820,212	8,404109E-013	24.5.2013 16:22:36	3820,753	1,56979E-010	24.5.2013 16:22:36	3821,29	1,441018E-011	24.5.2013 16:22:37	3821,831	3,361042E-011
