Sourcefile	20130531 095358 Tomas CO2+ethylene_faraday.qmp
Exporttime	31.5.2013 12:04:44

Start Time	31.5.2013 9:54:16,396
End Time  	31.5.2013 12:04:43,672

		14			26			32			40			44	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
31.5.2013 9:58:04	228,567	1,622354e-011	31.5.2013 9:58:05	229,103	9,694791e-013	31.5.2013 9:58:06	229,640	1,503342e-010	31.5.2013 9:58:06	230,177	1,400791e-011	31.5.2013 9:58:07	230,714	4,825809e-012	
31.5.2013 9:58:07	231,250	1,614990e-011	31.5.2013 9:58:08	231,788	9,743872e-013	31.5.2013 9:58:08	232,324	1,499470e-010	31.5.2013 9:58:09	232,861	1,397659e-011	31.5.2013 9:58:09	233,398	4,830930e-012	
31.5.2013 9:58:10	233,935	1,623801e-011	31.5.2013 9:58:10	234,471	9,749588e-013	31.5.2013 9:58:11	235,007	1,503205e-010	31.5.2013 9:58:11	235,543	1,401602e-011	31.5.2013 9:58:12	236,079	4,827686e-012	
31.5.2013 9:58:13	236,615	1,615484e-011	31.5.2013 9:58:13	237,152	9,717102e-013	31.5.2013 9:58:14	237,690	1,499368e-010	31.5.2013 9:58:14	238,226	1,397228e-011	31.5.2013 9:58:15	238,764	4,831131e-012	
31.5.2013 9:58:15	239,300	1,624237e-011	31.5.2013 9:58:16	239,839	9,708151e-013	31.5.2013 9:58:16	240,375	1,504524e-010	31.5.2013 9:58:17	240,912	1,402460e-011	31.5.2013 9:58:17	241,448	4,827445e-012	
31.5.2013 9:58:18	241,984	1,623386e-011	31.5.2013 9:58:18	242,522	9,720082e-013	31.5.2013 9:58:19	243,058	1,503495e-010	31.5.2013 9:58:19	243,595	1,402418e-011	31.5.2013 9:58:20	244,133	4,831812e-012	
31.5.2013 9:58:21	244,671	1,616979e-011	31.5.2013 9:58:21	245,209	9,705577e-013	31.5.2013 9:58:22	245,751	1,501945e-010	31.5.2013 9:58:22	246,291	1,401272e-011	31.5.2013 9:58:23	246,831	4,833395e-012	
31.5.2013 9:58:23	247,369	1,631062e-011	31.5.2013 9:58:24	247,911	9,702661e-013	31.5.2013 9:58:24	248,451	1,495404e-010	31.5.2013 9:58:25	248,989	1,393789e-011	31.5.2013 9:58:25	249,529	4,826846e-012	
31.5.2013 9:58:26	250,065	1,622818e-011	31.5.2013 9:58:27	250,605	9,640275e-013	31.5.2013 9:58:27	251,141	1,501063e-010	31.5.2013 9:58:28	251,679	1,398090e-011	31.5.2013 9:58:28	252,215	4,830816e-012	
31.5.2013 9:58:29	252,752	1,625997e-011	31.5.2013 9:58:29	253,289	9,648750e-013	31.5.2013 9:58:30	253,825	1,495673e-010	31.5.2013 9:58:30	254,360	1,394198e-011	31.5.2013 9:58:31	254,897	4,821448e-012	
31.5.2013 9:58:31	255,435	1,618874e-011	31.5.2013 9:58:32	255,972	9,664174e-013	31.5.2013 9:58:32	256,509	1,500575e-010	31.5.2013 9:58:33	257,045	1,398990e-011	31.5.2013 9:58:33	257,582	4,832063e-012	
31.5.2013 9:58:34	258,118	1,626878e-011	31.5.2013 9:58:35	258,656	9,640200e-013	31.5.2013 9:58:35	259,192	1,496857e-010	31.5.2013 9:58:36	259,730	1,395526e-011	31.5.2013 9:58:36	260,266	4,833749e-012	
31.5.2013 9:58:37	260,804	1,623175e-011	31.5.2013 9:58:37	261,342	9,663702e-013	31.5.2013 9:58:38	261,878	1,507523e-010	31.5.2013 9:58:38	262,416	1,395006e-011	31.5.2013 9:58:39	262,953	4,831300e-012	
31.5.2013 9:58:39	263,491	1,622408e-011	31.5.2013 9:58:40	264,028	9,628292e-013	31.5.2013 9:58:40	264,566	1,503662e-010	31.5.2013 9:58:41	265,104	1,403983e-011	31.5.2013 9:58:42	265,640	4,828498e-012	
31.5.2013 9:58:42	266,176	1,620743e-011	31.5.2013 9:58:43	266,713	9,609454e-013	31.5.2013 9:58:43	267,248	1,502192e-010	31.5.2013 9:58:44	267,786	1,399047e-011	31.5.2013 9:58:44	268,323	4,836140e-012	
31.5.2013 9:58:45	268,860	1,618099e-011	31.5.2013 9:58:45	269,398	9,594559e-013	31.5.2013 9:58:46	269,934	1,500797e-010	31.5.2013 9:58:46	270,470	1,399014e-011	31.5.2013 9:58:47	271,007	4,833156e-012	
31.5.2013 9:58:47	271,543	1,630252e-011	31.5.2013 9:58:48	272,080	9,626221e-013	31.5.2013 9:58:49	272,619	1,496581e-010	31.5.2013 9:58:49	273,156	1,398425e-011	31.5.2013 9:58:50	273,693	4,833735e-012	
